scenario,side,identity,call,sequence_length,position,nonfinal_exact,next_block_exact,gp_coordinates_before,full_coordinates_before,gp_target,full_target,gp_nominal_norm,reference_realized_norm,desired_norm,actual_norm,norm_error,rounding_error_norm,rounding_bound,direction_cosine,zero_reference
syco_bullshit_v2_phys_pnf_01,-C,False,57,1,0,True,True,"[-0.8704087734222412, -0.27500036358833313]","[-1.6936851739883423, -0.13240408897399902]",-1.9836915731430054,-7.5542134046554565,0.8562143445014954,3.6506481170654297,3.650648355484009,3.651743173599243,0.001094818115234375,0.018542161211371422,0.1400396078824997,0.9999872446060181,False
syco_bullshit_v2_phys_pnf_01,-C,False,58,1,0,True,True,"[-0.8932822942733765, -0.26883479952812195]","[-1.582965612411499, -0.10421936213970184]",-1.9836915731430054,-7.5542134046554565,0.8383047580718994,3.6991617679595947,3.6991617679595947,3.698671579360962,0.0004901885986328125,0.01864882931113243,0.14473159611225128,0.9999873638153076,False
syco_bullshit_v2_phys_pnf_01,-C,False,59,1,0,True,True,"[-0.8711913824081421, -0.2601182460784912]","[-1.768108606338501, -0.17092424631118774]",-1.9836915731430054,-7.5542134046554565,0.8465532660484314,3.6287283897399902,3.6287283897399902,3.6291141510009766,0.0003857612609863281,0.019099397584795952,0.1434069722890854,0.9999861717224121,False
syco_bullshit_v2_phys_pnf_01,-C,False,60,1,0,True,True,"[-0.36446940898895264, 0.018959371373057365]","[-1.107956051826477, -0.07295562326908112]",-1.9836915731430054,-7.5542134046554565,0.9869514107704163,3.9703752994537354,3.9703750610351562,3.9694182872772217,0.0009567737579345703,0.024901624768972397,0.15642337501049042,0.9999803900718689,False
syco_bullshit_v2_phys_pnf_01,-C,False,61,1,0,True,True,"[-0.5955081582069397, -0.20481008291244507]","[-1.4116911888122559, -0.15313652157783508]",-1.9836915731430054,-7.5542134046554565,0.9824681878089905,3.8346922397613525,3.8346920013427734,3.8337671756744385,0.0009248256683349609,0.021321462467312813,0.15353229641914368,0.9999845623970032,False
syco_bullshit_v2_phys_pnf_01,-C,False,62,1,0,True,True,"[-0.6598234176635742, -0.03609664365649223]","[-1.2230808734893799, -0.0564388632774353]",-1.9836915731430054,-7.5542134046554565,0.8387492895126343,3.8916501998901367,3.8916501998901367,3.891345500946045,0.0003046989440917969,0.020685303956270218,0.14701537787914276,0.9999858736991882,False
syco_bullshit_v2_phys_pnf_01,-C,False,63,1,0,True,True,"[-0.892832338809967, -0.014267697930335999]","[-1.4251552820205688, -0.01859818398952484]",-1.9836915731430054,-7.5542134046554565,0.6815796494483948,3.742217779159546,3.742217779159546,3.7426059246063232,0.00038814544677734375,0.018359970301389694,0.14364047348499298,0.9999879002571106,False
syco_bullshit_v2_phys_pnf_01,-C,False,64,1,0,True,True,"[-0.6952208876609802, -0.21247857809066772]","[-1.1047914028167725, -0.1994703710079193]",-1.9836915731430054,-7.5542134046554565,0.9257004261016846,4.051425457000732,4.051425457000732,4.052126407623291,0.0007009506225585938,0.025703370571136475,0.15733245015144348,0.9999799728393555,False
syco_bullshit_v2_phys_pnf_01,-C,False,65,1,0,True,True,"[-0.6221644878387451, -0.32155218720436096]","[-0.7186307311058044, -0.36889761686325073]",-1.9836915731430054,-7.5542134046554565,1.0380280017852783,4.389082431793213,4.389081954956055,4.389237880706787,0.00015592575073242188,0.022091533988714218,0.162652388215065,0.9999871850013733,False
syco_bullshit_v2_phys_pnf_01,-C,False,66,1,0,True,True,"[-0.9225445985794067, -0.599979043006897]","[-1.3776109218597412, -0.45145943760871887]",-1.9836915731430054,-7.5542134046554565,1.0244884490966797,4.038827896118164,4.038827896118164,4.0391011238098145,0.0002732276916503906,0.02461259439587593,0.15317396819591522,0.9999814629554749,False
syco_bullshit_v2_phys_pnf_01,-C,False,67,1,0,True,True,"[-1.017002820968628, -0.43452543020248413]","[-1.5741486549377441, -0.21785172820091248]",-1.9836915731430054,-7.5542134046554565,0.8641894459724426,3.7775814533233643,3.7775816917419434,3.7785534858703613,0.0009717941284179688,0.019724246114492416,0.14494718611240387,0.9999864101409912,False
syco_bullshit_v2_phys_pnf_01,-C,False,68,1,0,True,True,"[-0.7121485471725464, -0.31187283992767334]","[-1.508307695388794, -0.12231287360191345]",-1.9836915731430054,-7.5542134046554565,0.9765611886978149,3.7549867630004883,3.7549867630004883,3.7560982704162598,0.0011115074157714844,0.01980157196521759,0.1474485993385315,0.9999861121177673,False
syco_bullshit_v2_phys_pnf_01,-C,False,69,1,0,True,True,"[-0.7279064059257507, -0.5403519868850708]","[-1.497598648071289, -0.41765275597572327]",-1.9836915731430054,-7.5542134046554565,1.1077556610107422,3.9429633617401123,3.942963123321533,3.9424829483032227,0.0004801750183105469,0.023247111588716507,0.15326069295406342,0.9999825954437256,False
syco_bullshit_v2_phys_pnf_01,-C,False,70,1,0,True,True,"[-0.5062991380691528, -0.3553510010242462]","[-1.5555787086486816, -0.39560800790786743]",-1.9836915731430054,-7.5542134046554565,1.130332350730896,3.896261215209961,3.896261215209961,3.8956849575042725,0.0005762577056884766,0.023048873990774155,0.1587398499250412,0.999982476234436,False
syco_bullshit_v2_phys_pnf_01,-C,False,71,1,0,True,True,"[-0.5865569114685059, -0.21270042657852173]","[-1.3128383159637451, 0.03413604944944382]",-1.9836915731430054,-7.5542134046554565,0.9928551316261292,3.7812540531158447,3.7812540531158447,3.781651496887207,0.0003974437713623047,0.024076608940958977,0.15586985647678375,0.9999797344207764,False
syco_bullshit_v2_phys_pnf_01,-C,False,72,1,0,True,True,"[-0.7440762519836426, -0.2981323301792145]","[-1.462655782699585, -0.30570125579833984]",-1.9836915731430054,-7.5542134046554565,0.9483956098556519,3.8959786891937256,3.8959786891937256,3.8962910175323486,0.0003123283386230469,0.023807764053344727,0.15128971636295319,0.9999814033508301,False
syco_bullshit_v2_phys_pnf_01,-C,False,73,1,0,True,True,"[-0.9193118214607239, -0.6101183295249939]","[-1.8002182245254517, -0.5372109413146973]",-1.9836915731430054,-7.5542134046554565,1.0327354669570923,3.832988739013672,3.832988977432251,3.8332955837249756,0.0003066062927246094,0.020274456590414047,0.14528626203536987,0.9999860525131226,False
syco_bullshit_v2_phys_pnf_01,-C,False,74,1,0,True,True,"[-0.6767615675926208, -0.5052948594093323]","[-1.4794466495513916, -0.046591490507125854]",-1.9836915731430054,-7.5542134046554565,1.1176775693893433,3.728123664855957,3.728123903274536,3.728119134902954,4.76837158203125e-06,0.021895840764045715,0.15095719695091248,0.9999827742576599,False
syco_bullshit_v2_phys_pnf_01,-C,False,75,1,0,True,True,"[-0.9593263268470764, -0.4049772024154663]","[-1.8697024583816528, -0.30372658371925354]",-1.9836915731430054,-7.5542134046554565,0.8815374970436096,3.6471266746520996,3.6471266746520996,3.647465944290161,0.00033926963806152344,0.017775919288396835,0.13782760500907898,0.9999881982803345,False
syco_bullshit_v2_phys_pnf_01,-C,False,76,1,0,True,True,"[-1.2574154138565063, -0.17433024942874908]","[-2.080198049545288, -0.2958601713180542]",-1.9836915731430054,-7.5542134046554565,0.5554429888725281,3.515773296356201,3.515773296356201,3.5150461196899414,0.0007271766662597656,0.0195488091558218,0.1417301893234253,0.9999845623970032,False
syco_bullshit_v2_phys_pnf_01,-C,False,77,1,0,True,True,"[-0.8521572351455688, -0.5022855997085571]","[-1.6165207624435425, -0.5946588516235352]",-1.9836915731430054,-7.5542134046554565,1.0076476335525513,3.9779324531555176,3.9779322147369385,3.977762222290039,0.00016999244689941406,0.02359880693256855,0.1535252183675766,0.9999823570251465,False
syco_bullshit_v2_phys_pnf_01,-C,False,78,1,0,True,True,"[-0.5445445775985718, -0.7438363432884216]","[-1.8862724304199219, -0.2925654649734497]",-1.9836915731430054,-7.5542134046554565,1.3463404178619385,3.630812406539917,3.630812644958496,3.6308343410491943,2.1696090698242188e-05,0.022180959582328796,0.16034585237503052,0.9999814629554749,False
syco_bullshit_v2_phys_pnf_01,-C,False,79,1,0,True,True,"[-0.7890317440032959, -0.6882408857345581]","[-1.6938165426254272, -0.22590497136116028]",-1.9836915731430054,-7.5542134046554565,1.1612664461135864,3.7073142528533936,3.7073144912719727,3.707106828689575,0.00020766258239746094,0.02142748050391674,0.1517762988805771,0.9999833703041077,False
syco_bullshit_v2_phys_pnf_01,-C,False,80,1,0,True,True,"[-1.033542513847351, -0.5500691533088684]","[-2.026370048522949, -0.22948402166366577]",-1.9836915731430054,-7.5542134046554565,0.9252495765686035,3.509352922439575,3.509352922439575,3.5090625286102295,0.0002903938293457031,0.019814258441329002,0.14521324634552002,0.999984085559845,False
syco_bullshit_v2_phys_pnf_01,-C,False,81,1,0,True,True,"[-0.9832394123077393, -0.41881895065307617]","[-1.7409212589263916, -0.1832544505596161]",-1.9836915731430054,-7.5542134046554565,0.8753260374069214,3.6523709297180176,3.6523706912994385,3.6527209281921387,0.0003502368927001953,0.01867174170911312,0.1429990530014038,0.9999868869781494,False
syco_bullshit_v2_phys_pnf_01,-C,False,82,1,0,True,True,"[-0.5355545282363892, -0.6418606042861938]","[-1.848429560661316, -0.47260308265686035]",-1.9836915731430054,-7.5542134046554565,1.288992166519165,3.764674186706543,3.764674425125122,3.7653682231903076,0.0006937980651855469,0.01952223852276802,0.15194709599018097,0.9999866485595703,False
syco_bullshit_v2_phys_pnf_01,-C,False,83,1,0,True,True,"[-0.7463932633399963, -0.6709312200546265]","[-2.0923104286193848, -0.28219375014305115]",-1.9836915731430054,-7.5542134046554565,1.1768878698349,3.501729965209961,3.501729965209961,3.502277135848999,0.0005471706390380859,0.018591642379760742,0.1432250589132309,0.999985933303833,False
syco_bullshit_v2_phys_pnf_01,-C,False,84,1,0,True,True,"[-0.25314781069755554, -0.2992728054523468]","[-1.454591989517212, -0.511532723903656]",-1.9836915731430054,-7.5542134046554565,1.251875877380371,4.024478912353516,4.024478912353516,4.023252487182617,0.0012264251708984375,0.02770305797457695,0.1604488343000412,0.9999764561653137,False
syco_bullshit_v2_phys_pnf_01,-C,False,85,1,0,True,True,"[-0.4473261535167694, -0.306111603975296]","[-1.7486902475357056, -0.2753434479236603]",-1.9836915731430054,-7.5542134046554565,1.1363354921340942,3.7035140991210938,3.7035140991210938,3.702975273132324,0.0005388259887695312,0.022331347689032555,0.1585340052843094,0.9999818205833435,False
syco_bullshit_v2_phys_pnf_01,-C,False,86,1,0,True,True,"[-0.8318471312522888, -0.4690723419189453]","[-1.8046350479125977, -0.5026339888572693]",-1.9836915731430054,-7.5542134046554565,0.9996896982192993,3.8092830181121826,3.8092830181121826,3.8087172508239746,0.0005657672882080078,0.020110072568058968,0.14811523258686066,0.9999860525131226,False
syco_bullshit_v2_phys_pnf_01,-C,False,87,1,0,True,True,"[-0.60425865650177, -0.6728618741035461]","[-1.3489735126495361, -0.2904972434043884]",-1.9836915731430054,-7.5542134046554565,1.2657392024993896,3.9569339752197266,3.9569337368011475,3.9568448066711426,8.893013000488281e-05,0.024733610451221466,0.1583859622478485,0.9999804496765137,False
syco_bullshit_v2_phys_pnf_01,-C,False,88,1,0,True,True,"[-1.0446089506149292, -0.3015994429588318]","[-1.8755000829696655, -0.2484721839427948]",-1.9836915731430054,-7.5542134046554565,0.7651824355125427,3.6109447479248047,3.6109447479248047,3.6105823516845703,0.000362396240234375,0.02148974873125553,0.1473759561777115,0.9999823570251465,False
syco_bullshit_v2_phys_pnf_01,-C,False,89,1,0,True,True,"[-0.8327369689941406, -0.5526170134544373]","[-1.488706111907959, -0.5071040391921997]",-1.9836915731430054,-7.5542134046554565,1.0506664514541626,4.002137184143066,4.002137184143066,4.001970291137695,0.00016689300537109375,0.02399788238108158,0.15320344269275665,0.9999819993972778,False
syco_bullshit_v2_phys_pnf_01,-C,False,90,1,0,True,True,"[-0.6581804752349854, -0.6188722848892212]","[-1.1725482940673828, -0.6438282132148743]",-1.9836915731430054,-7.5542134046554565,1.1991854906082153,4.277477264404297,4.277477264404297,4.277878761291504,0.00040149688720703125,0.022128446027636528,0.1630025953054428,0.9999865889549255,False
syco_bullshit_v2_phys_pnf_01,-C,False,91,1,0,True,True,"[-0.8601864576339722, -0.4959978461265564]","[-1.8430843353271484, -0.3284449875354767]",-1.9836915731430054,-7.5542134046554565,0.9988177418708801,3.6778781414031982,3.6778781414031982,3.677724599838257,0.00015354156494140625,0.021583057940006256,0.15715345740318298,0.9999827146530151,False
syco_bullshit_v2_phys_pnf_01,-C,False,92,1,0,True,True,"[-0.3630141019821167, -0.4016568660736084]","[-1.6043809652328491, 0.02155982330441475]",-1.9836915731430054,-7.5542134046554565,1.2472612857818604,3.611377477645874,3.611377477645874,3.6114816665649414,0.00010418891906738281,0.020382912829518318,0.144569993019104,0.9999840259552002,False
syco_bullshit_v2_phys_pnf_01,-C,False,93,1,0,True,True,"[-0.5097588896751404, -0.3918977379798889]","[-0.7874013781547546, -0.2425869256258011]",-1.9836915731430054,-7.5542134046554565,1.1507384777069092,4.270230770111084,4.270230770111084,4.270329475402832,9.870529174804688e-05,0.018444838002324104,0.13393421471118927,0.9999906420707703,False
syco_bullshit_v2_phys_pnf_01,-C,False,94,1,0,True,True,"[-0.9176803827285767, -0.5902256369590759]","[-2.059410333633423, -0.4309198260307312]",-1.9836915731430054,-7.5542134046554565,1.0214731693267822,3.610029935836792,3.610029697418213,3.6095800399780273,0.0004496574401855469,0.01641051471233368,0.1336825042963028,0.9999895691871643,False
syco_bullshit_v2_phys_pnf_02,+C,False,0,80,79,True,True,"[-0.606184184551239, -0.20774780213832855]","[-1.3119181394577026, 0.5304875373840332]",2.694019317626953,8.476953744888306,1.9072514772415161,6.28590202331543,6.28590202331543,6.286110877990723,0.00020885467529296875,0.024739114567637444,0.18270741403102875,0.9999922513961792,False
syco_bullshit_v2_phys_pnf_02,+C,False,1,1,0,True,True,"[-0.8419666886329651, -0.2998872995376587]","[-1.3378231525421143, -0.35065603256225586]",2.694019317626953,8.476953744888306,1.995842456817627,5.765695571899414,5.765695571899414,5.7667646408081055,0.0010690689086914062,0.021871568635106087,0.1725347489118576,0.999992847442627,False
syco_bullshit_v2_phys_pnf_02,+C,False,2,1,0,True,True,"[-0.7227975726127625, -0.2734576463699341]","[-1.0077115297317505, -0.53047114610672]",2.694019317626953,8.476953744888306,1.938645839691162,5.454782962799072,5.454782962799072,5.456182956695557,0.001399993896484375,0.024000229313969612,0.17290452122688293,0.9999903440475464,False
syco_bullshit_v2_phys_pnf_02,+C,False,3,1,0,True,True,"[-0.5226837992668152, -0.20958906412124634]","[-0.5840782523155212, -0.5504318475723267]",2.694019317626953,8.476953744888306,1.8546174764633179,5.184439659118652,5.184439659118652,5.184475898742676,3.62396240234375e-05,0.02509949542582035,0.1800335794687271,0.9999882578849792,False
syco_bullshit_v2_phys_pnf_02,+C,False,4,1,0,True,True,"[-0.4347468316555023, -0.2775253653526306]","[-0.8071345686912537, -0.4716087281703949]",2.694019317626953,8.476953744888306,1.7584837675094604,5.366652488708496,5.366652488708496,5.365873336791992,0.0007791519165039062,0.026859434321522713,0.18300245702266693,0.9999876022338867,False
syco_bullshit_v2_phys_pnf_02,+C,False,5,1,0,True,True,"[-0.5991344451904297, -0.4379327893257141]","[-1.2589542865753174, -0.517063319683075]",2.694019317626953,8.476953744888306,1.7609386444091797,5.616220474243164,5.616219997406006,5.616983890533447,0.0007638931274414062,0.024126457050442696,0.17412060499191284,0.999990701675415,False
syco_bullshit_v2_phys_pnf_02,+C,False,6,1,0,True,True,"[-0.6258973479270935, -0.5032386779785156]","[-1.2766982316970825, -0.5099426507949829]",2.694019317626953,8.476953744888306,1.737167477607727,5.629393100738525,5.629393100738525,5.629818916320801,0.0004258155822753906,0.026090845465660095,0.18554089963436127,0.9999893307685852,False
syco_bullshit_v2_phys_pnf_02,+C,False,7,1,0,True,True,"[-0.595587432384491, -0.23557601869106293]","[-0.9213881492614746, -0.2992512583732605]",2.694019317626953,8.476953744888306,1.883553147315979,5.543465614318848,5.543465614318848,5.543304920196533,0.00016069412231445312,0.025190385058522224,0.18548069894313812,0.9999896883964539,False
syco_bullshit_v2_phys_pnf_02,+C,False,8,1,0,True,True,"[-0.9862928986549377, -0.35403764247894287]","[-1.3070849180221558, -0.4796942174434662]",2.694019317626953,8.476953744888306,2.051457643508911,5.666603088378906,5.6666035652160645,5.666286468505859,0.0003170967102050781,0.023001786321401596,0.17585451900959015,0.9999918341636658,False
syco_bullshit_v2_phys_pnf_02,+C,False,9,1,0,True,True,"[-0.6358293294906616, -0.14637425541877747]","[-0.885163426399231, -0.24440637230873108]",2.694019317626953,8.476953744888306,1.9633866548538208,5.554598331451416,5.554598331451416,5.555266857147217,0.0006685256958007812,0.026525510475039482,0.18482302129268646,0.9999886155128479,False
syco_bullshit_v2_phys_pnf_02,+C,False,10,1,0,True,True,"[-0.5581152439117432, -0.421978235244751]","[-0.8844364285469055, -0.16706407070159912]",2.694019317626953,8.476953744888306,1.7454800605773926,5.600428104400635,5.600428104400635,5.600712776184082,0.0002846717834472656,0.025027642026543617,0.18686597049236298,0.9999899864196777,False
syco_bullshit_v2_phys_pnf_02,+C,False,11,1,0,True,True,"[-0.6394698023796082, -0.31974875926971436]","[-1.04127836227417, -0.3258058428764343]",2.694019317626953,8.476953744888306,1.8587043285369873,5.598475456237793,5.598475456237793,5.598843574523926,0.0003681182861328125,0.025007525458931923,0.18190768361091614,0.9999901056289673,False
