method,seed,side,C,source_kind,source_run,raw_steered_source,effect,off_axis_perturbation,steered_off_axis,health_clean,accepted
mean_diff,1,-C,0.5612310241546865,historical_bracket,outputs/run_20260821T224028_mean_diff_s1_c0p5612310241546865/mean_diff.json,outputs/run_20260821T224028_mean_diff_s1_c0p5612310241546865/moral_demos.jsonl,1.2135,0.26475,0.74625,True,True
mean_diff,1,-C,0.6299605249474366,historical_bracket,outputs/run_20260821T224119_mean_diff_s1_c0p6299605249474366/mean_diff.json,outputs/run_20260821T224119_mean_diff_s1_c0p6299605249474366/moral_demos.jsonl,1.46775,0.30875,0.762,True,True
mean_diff,1,-C,0.7071067811865476,historical_bracket,outputs/run_20260821T224212_mean_diff_s1_c0p7071067811865476/mean_diff.json,outputs/run_20260821T224212_mean_diff_s1_c0p7071067811865476/moral_demos.jsonl,1.3275,0.004249999999999996,1.0615,True,True
mean_diff,1,-C,0.7937005259840998,historical_bracket,outputs/run_20260821T224330_mean_diff_s1_c0p7937005259840998/mean_diff.json,outputs/run_20260821T224330_mean_diff_s1_c0p7937005259840998/moral_demos.jsonl,1.0815000000000001,0.28725,1.38225,True,True
mean_diff,1,-C,0.8908987181403393,historical_bracket,outputs/run_20260821T224458_mean_diff_s1_c0p8908987181403393/mean_diff.json,outputs/run_20260821T224458_mean_diff_s1_c0p8908987181403393/moral_demos.jsonl,1.37625,0.45725,1.47375,True,True
mean_diff,1,-C,1.0,historical_bracket,outputs/run_20260821T224612_mean_diff_s1_c1p0/mean_diff.json,outputs/run_20260821T224612_mean_diff_s1_c1p0/moral_demos.jsonl,0.6427499999999999,1.48525,2.422,True,False
mean_diff,2,+C,0.5,continuation_certificate,outputs/run_20260828T095224_mean_diff_s2_+c0p5/mean_diff.json,outputs/run_20260828T095224_mean_diff_s2_+c0p5/moral_demos.jsonl,2.589,0.186,0.63525,True,True
mean_diff,2,+C,0.5612310241546865,continuation_certificate,outputs/run_20260828T095236_mean_diff_s2_+c0p5612310241546865/mean_diff.json,outputs/run_20260828T095236_mean_diff_s2_+c0p5612310241546865/moral_demos.jsonl,2.85825,0.23675,0.6985,True,True
mean_diff,2,+C,0.6299605249474366,continuation_certificate,outputs/run_20260828T095248_mean_diff_s2_+c0p6299605249474366/mean_diff.json,outputs/run_20260828T095248_mean_diff_s2_+c0p6299605249474366/moral_demos.jsonl,3.3209999999999997,0.28250000000000003,0.7485,True,True
mean_diff,2,+C,0.7071067811865476,continuation_certificate,outputs/run_20260828T095300_mean_diff_s2_+c0p7071067811865476/mean_diff.json,outputs/run_20260828T095300_mean_diff_s2_+c0p7071067811865476/moral_demos.jsonl,3.6835,0.41275,0.894,True,True
mean_diff,2,+C,0.7937005259840998,continuation_certificate,outputs/run_20260828T095311_mean_diff_s2_+c0p7937005259840998/mean_diff.json,outputs/run_20260828T095311_mean_diff_s2_+c0p7937005259840998/moral_demos.jsonl,4.12075,0.5377500000000001,1.06125,True,True
mean_diff,2,+C,0.8908987181403393,continuation_certificate,outputs/run_20260828T095322_mean_diff_s2_+c0p8908987181403393/mean_diff.json,outputs/run_20260828T095322_mean_diff_s2_+c0p8908987181403393/moral_demos.jsonl,4.33225,0.5835,1.09575,True,True
mean_diff,2,+C,1.0,continuation_certificate,outputs/run_20260828T095334_mean_diff_s2_+c1p0/mean_diff.json,outputs/run_20260828T095334_mean_diff_s2_+c1p0/moral_demos.jsonl,4.369,0.82575,1.3995,True,True
mean_diff,2,+C,1.122462048309373,continuation_certificate,outputs/run_20260828T095345_mean_diff_s2_+c1p122462048309373/mean_diff.json,outputs/run_20260828T095345_mean_diff_s2_+c1p122462048309373/moral_demos.jsonl,4.497,1.19625,1.7635,True,False
mean_diff,2,+C,1.2599210498948732,continuation_certificate,outputs/run_20260828T095356_mean_diff_s2_+c1p2599210498948732/mean_diff.json,outputs/run_20260828T095356_mean_diff_s2_+c1p2599210498948732/moral_demos.jsonl,4.2295,1.48275,2.11,True,False
mean_diff,2,+C,1.4142135623730951,continuation_certificate,outputs/run_20260828T095406_mean_diff_s2_+c1p4142135623730951/mean_diff.json,outputs/run_20260828T095406_mean_diff_s2_+c1p4142135623730951/moral_demos.jsonl,3.807,2.31875,2.86275,True,False
mean_diff,2,+C,1.4293579100903953,continuation_certificate,outputs/run_20260828T095122_mean_diff_s2_+c1p4293579100903953/mean_diff.json,outputs/run_20260828T095122_mean_diff_s2_+c1p4293579100903953/moral_demos.jsonl,3.75725,2.3545,2.9154999999999998,True,False
mean_diff,2,-C,0.3535533905932738,historical_bracket,outputs/run_20260822T022546_mean_diff_s2_c0p3535533905932738/mean_diff.json,outputs/run_20260822T022546_mean_diff_s2_c0p3535533905932738/moral_demos.jsonl,1.07625,0.14825,0.73025,True,True
mean_diff,2,-C,0.3968502629920499,historical_bracket,outputs/run_20260821T223817_mean_diff_s2_c0p3968502629920499/mean_diff.json,outputs/run_20260821T223817_mean_diff_s2_c0p3968502629920499/moral_demos.jsonl,1.0037500000000001,0.1495,0.76575,True,True
mean_diff,2,-C,0.44544935907016964,historical_bracket,outputs/run_20260821T223923_mean_diff_s2_c0p44544935907016964/mean_diff.json,outputs/run_20260821T223923_mean_diff_s2_c0p44544935907016964/moral_demos.jsonl,1.35325,0.24175,0.71875,True,True
mean_diff,2,-C,0.5,historical_bracket,outputs/run_20260822T022644_mean_diff_s2_c0p5/mean_diff.json,outputs/run_20260822T022644_mean_diff_s2_c0p5/moral_demos.jsonl,1.16575,0.23675,0.77275,True,True
mean_diff,2,-C,0.5612310241546865,historical_bracket,outputs/run_20260821T224031_mean_diff_s2_c0p5612310241546865/mean_diff.json,outputs/run_20260821T224031_mean_diff_s2_c0p5612310241546865/moral_demos.jsonl,1.173,0.28150000000000003,0.7225,True,True
mean_diff,2,-C,0.6299605249474366,historical_bracket,outputs/run_20260821T224138_mean_diff_s2_c0p6299605249474366/mean_diff.json,outputs/run_20260821T224138_mean_diff_s2_c0p6299605249474366/moral_demos.jsonl,1.47625,0.30624999999999997,0.76875,True,True
mean_diff,2,-C,0.7071067811865476,historical_bracket,outputs/run_20260822T022742_mean_diff_s2_c0p7071067811865476/mean_diff.json,outputs/run_20260822T022742_mean_diff_s2_c0p7071067811865476/moral_demos.jsonl,1.31875,0.024249999999999994,1.043,True,True
mean_diff,2,-C,0.7937005259840998,historical_bracket,outputs/run_20260821T224248_mean_diff_s2_c0p7937005259840998/mean_diff.json,outputs/run_20260821T224248_mean_diff_s2_c0p7937005259840998/moral_demos.jsonl,1.08025,0.27225,1.3805,True,True
mean_diff,2,-C,0.8908987181403393,historical_bracket,outputs/run_20260821T224444_mean_diff_s2_c0p8908987181403393/mean_diff.json,outputs/run_20260821T224444_mean_diff_s2_c0p8908987181403393/moral_demos.jsonl,1.3575000000000002,0.4255,1.4795,True,True
mean_diff,2,-C,1.0,historical_bracket,outputs/run_20260822T022908_mean_diff_s2_c1p0/mean_diff.json,outputs/run_20260822T022908_mean_diff_s2_c1p0/moral_demos.jsonl,0.6495,1.4989999999999999,2.4375,True,False
pca,0,+C,0.44544935907016964,historical_bracket,outputs/run_20260821T223950_pca_s0_c0p44544935907016964/pca.json,outputs/run_20260821T223950_pca_s0_c0p44544935907016964/moral_demos.jsonl,1.13075,0.12100000000000001,0.54,True,True
pca,0,+C,0.5,historical_bracket,outputs/run_20260822T022957_pca_s0_c0p5/pca.json,outputs/run_20260822T022957_pca_s0_c0p5/moral_demos.jsonl,1.4635,0.1765,0.615,True,True
pca,0,+C,0.5612310241546865,historical_bracket,outputs/run_20260821T224100_pca_s0_c0p5612310241546865/pca.json,outputs/run_20260821T224100_pca_s0_c0p5612310241546865/moral_demos.jsonl,1.53475,0.22375,0.7000000000000001,True,True
pca,0,+C,0.6299605249474366,historical_bracket,outputs/run_20260821T224207_pca_s0_c0p6299605249474366/pca.json,outputs/run_20260821T224207_pca_s0_c0p6299605249474366/moral_demos.jsonl,1.7469999999999999,0.22425,0.70075,True,True
pca,0,+C,0.7071067811865476,historical_bracket,outputs/run_20260822T023108_pca_s0_c0p7071067811865476/pca.json,outputs/run_20260822T023108_pca_s0_c0p7071067811865476/moral_demos.jsonl,2.1465,0.30425,0.75075,True,True
pca,0,+C,0.7937005259840998,historical_bracket,outputs/run_20260821T224312_pca_s0_c0p7937005259840998/pca.json,outputs/run_20260821T224312_pca_s0_c0p7937005259840998/moral_demos.jsonl,2.6405,0.3675,0.8425,True,True
pca,0,+C,0.8908987181403393,historical_bracket,outputs/run_20260821T224423_pca_s0_c0p8908987181403393/pca.json,outputs/run_20260821T224423_pca_s0_c0p8908987181403393/moral_demos.jsonl,3.43375,0.45375,0.94075,True,True
pca,0,+C,1.0,historical_bracket,outputs/run_20260822T023222_pca_s0_c1p0/pca.json,outputs/run_20260822T023222_pca_s0_c1p0/moral_demos.jsonl,3.985,0.7165,1.26475,True,True
pca,0,+C,1.122462048309373,historical_bracket,outputs/run_20260821T224531_pca_s0_c1p122462048309373/pca.json,outputs/run_20260821T224531_pca_s0_c1p122462048309373/moral_demos.jsonl,4.08075,0.9495,1.502,True,False
pca,0,+C,1.2599210498948732,historical_bracket,outputs/run_20260821T224634_pca_s0_c1p2599210498948732/pca.json,outputs/run_20260821T224634_pca_s0_c1p2599210498948732/moral_demos.jsonl,3.908,1.3034999999999999,1.85075,True,False
pca,0,+C,1.4142135623730951,historical_bracket,outputs/run_20260822T023339_pca_s0_c1p4142135623730951/pca.json,outputs/run_20260822T023339_pca_s0_c1p4142135623730951/moral_demos.jsonl,3.541755,1.6217249999999999,2.21175,True,False
pca,0,-C,0.44544935907016964,historical_bracket,outputs/run_20260821T223950_pca_s0_c0p44544935907016964/pca.json,outputs/run_20260821T223950_pca_s0_c0p44544935907016964/moral_demos.jsonl,0.421,0.03400000000000001,0.8495,True,True
pca,0,-C,0.5,historical_bracket,outputs/run_20260822T022957_pca_s0_c0p5/pca.json,outputs/run_20260822T022957_pca_s0_c0p5/moral_demos.jsonl,0.41625,0.022500000000000003,0.88125,True,True
pca,0,-C,0.5612310241546865,historical_bracket,outputs/run_20260821T224100_pca_s0_c0p5612310241546865/pca.json,outputs/run_20260821T224100_pca_s0_c0p5612310241546865/moral_demos.jsonl,0.21050000000000005,0.031500000000000014,0.97875,True,True
pca,0,-C,0.6299605249474366,historical_bracket,outputs/run_20260821T224207_pca_s0_c0p6299605249474366/pca.json,outputs/run_20260821T224207_pca_s0_c0p6299605249474366/moral_demos.jsonl,0.21000000000000002,0.038499999999999986,0.9995,True,True
pca,0,-C,0.7071067811865476,historical_bracket,outputs/run_20260822T023108_pca_s0_c0p7071067811865476/pca.json,outputs/run_20260822T023108_pca_s0_c0p7071067811865476/moral_demos.jsonl,0.7195,0.27175,1.27375,True,True
pca,0,-C,0.7937005259840998,historical_bracket,outputs/run_20260821T224312_pca_s0_c0p7937005259840998/pca.json,outputs/run_20260821T224312_pca_s0_c0p7937005259840998/moral_demos.jsonl,1.28975,0.45425,1.46175,True,True
pca,0,-C,0.8908987181403393,historical_bracket,outputs/run_20260821T224423_pca_s0_c0p8908987181403393/pca.json,outputs/run_20260821T224423_pca_s0_c0p8908987181403393/moral_demos.jsonl,0.9057499999999999,0.79225,1.72725,True,False
pca,0,-C,1.0,historical_bracket,outputs/run_20260822T023222_pca_s0_c1p0/pca.json,outputs/run_20260822T023222_pca_s0_c1p0/moral_demos.jsonl,1.58025,1.11275,2.0075,True,False
pca,0,-C,1.122462048309373,historical_bracket,outputs/run_20260821T224531_pca_s0_c1p122462048309373/pca.json,outputs/run_20260821T224531_pca_s0_c1p122462048309373/moral_demos.jsonl,1.21525,1.5559999999999998,2.41625,True,False
pca,0,-C,1.2599210498948732,historical_bracket,outputs/run_20260821T224634_pca_s0_c1p2599210498948732/pca.json,outputs/run_20260821T224634_pca_s0_c1p2599210498948732/moral_demos.jsonl,1.07075,1.9805,2.8409999999999997,True,False
pca,0,-C,1.4142135623730951,historical_bracket,outputs/run_20260822T023339_pca_s0_c1p4142135623730951/pca.json,outputs/run_20260822T023339_pca_s0_c1p4142135623730951/moral_demos.jsonl,1.124,2.7885,3.5355,True,False
pca,1,+C,0.44544935907016964,historical_bracket,outputs/run_20260821T223957_pca_s1_c0p44544935907016964/pca.json,outputs/run_20260821T223957_pca_s1_c0p44544935907016964/moral_demos.jsonl,1.1565,0.12125000000000001,0.5680000000000001,True,True
pca,1,+C,0.5,historical_bracket,outputs/run_20260821T224106_pca_s1_c0p5/pca.json,outputs/run_20260821T224106_pca_s1_c0p5/moral_demos.jsonl,1.46125,0.17175,0.58525,True,True
pca,1,+C,0.5612310241546865,historical_bracket,outputs/run_20260821T224211_pca_s1_c0p5612310241546865/pca.json,outputs/run_20260821T224211_pca_s1_c0p5612310241546865/moral_demos.jsonl,1.5075,0.17375,0.676,True,True
pca,1,+C,0.6299605249474366,historical_bracket,outputs/run_20260821T224316_pca_s1_c0p6299605249474366/pca.json,outputs/run_20260821T224316_pca_s1_c0p6299605249474366/moral_demos.jsonl,1.83,0.28450000000000003,0.7495,True,True
pca,1,+C,0.7071067811865476,historical_bracket,outputs/run_20260821T224425_pca_s1_c0p7071067811865476/pca.json,outputs/run_20260821T224425_pca_s1_c0p7071067811865476/moral_demos.jsonl,2.165,0.27275,0.74875,True,True
pca,1,+C,0.7937005259840998,historical_bracket,outputs/run_20260821T224537_pca_s1_c0p7937005259840998/pca.json,outputs/run_20260821T224537_pca_s1_c0p7937005259840998/moral_demos.jsonl,2.70525,0.3465,0.826,True,True
pca,1,+C,0.8908987181403393,historical_bracket,outputs/run_20260821T224646_pca_s1_c0p8908987181403393/pca.json,outputs/run_20260821T224646_pca_s1_c0p8908987181403393/moral_demos.jsonl,3.528,0.49225,1.0035,True,True
pca,1,+C,1.0,historical_bracket,outputs/run_20260821T224754_pca_s1_c1p0/pca.json,outputs/run_20260821T224754_pca_s1_c1p0/moral_demos.jsonl,4.0355,0.69925,1.2465,True,True
pca,1,+C,1.122462048309373,historical_bracket,outputs/run_20260821T224902_pca_s1_c1p122462048309373/pca.json,outputs/run_20260821T224902_pca_s1_c1p122462048309373/moral_demos.jsonl,4.13075,0.92675,1.47225,True,True
pca,1,+C,1.2599210498948732,historical_bracket,outputs/run_20260821T225043_pca_s1_c1p2599210498948732/pca.json,outputs/run_20260821T225043_pca_s1_c1p2599210498948732/moral_demos.jsonl,3.90175,1.328,1.86225,True,False
pca,1,+C,1.4142135623730951,historical_bracket,outputs/run_20260821T225230_pca_s1_c1p4142135623730951/pca.json,outputs/run_20260821T225230_pca_s1_c1p4142135623730951/moral_demos.jsonl,3.591505,1.649225,2.2265,True,False
pca,1,-C,0.44544935907016964,historical_bracket,outputs/run_20260821T223957_pca_s1_c0p44544935907016964/pca.json,outputs/run_20260821T223957_pca_s1_c0p44544935907016964/moral_demos.jsonl,0.20875000000000002,0.02675,0.86875,True,True
pca,1,-C,0.5,historical_bracket,outputs/run_20260821T224106_pca_s1_c0p5/pca.json,outputs/run_20260821T224106_pca_s1_c0p5/moral_demos.jsonl,0.6355000000000001,0.099,0.8365,True,True
pca,1,-C,0.5612310241546865,historical_bracket,outputs/run_20260821T224211_pca_s1_c0p5612310241546865/pca.json,outputs/run_20260821T224211_pca_s1_c0p5612310241546865/moral_demos.jsonl,0.34225,0.0645,0.921,True,True
pca,1,-C,0.6299605249474366,historical_bracket,outputs/run_20260821T224316_pca_s1_c0p6299605249474366/pca.json,outputs/run_20260821T224316_pca_s1_c0p6299605249474366/moral_demos.jsonl,0.215,0.030749999999999986,1.0045,True,True
pca,1,-C,0.7071067811865476,historical_bracket,outputs/run_20260821T224425_pca_s1_c0p7071067811865476/pca.json,outputs/run_20260821T224425_pca_s1_c0p7071067811865476/moral_demos.jsonl,0.90375,0.22449999999999998,1.21625,True,True
pca,1,-C,0.7937005259840998,historical_bracket,outputs/run_20260821T224537_pca_s1_c0p7937005259840998/pca.json,outputs/run_20260821T224537_pca_s1_c0p7937005259840998/moral_demos.jsonl,1.21325,0.45375,1.45375,True,True
pca,1,-C,0.8908987181403393,historical_bracket,outputs/run_20260821T224646_pca_s1_c0p8908987181403393/pca.json,outputs/run_20260821T224646_pca_s1_c0p8908987181403393/moral_demos.jsonl,0.544,0.79175,1.7075,True,False
pca,1,-C,1.0,historical_bracket,outputs/run_20260821T224754_pca_s1_c1p0/pca.json,outputs/run_20260821T224754_pca_s1_c1p0/moral_demos.jsonl,1.5115,1.10675,1.94175,True,False
pca,1,-C,1.122462048309373,historical_bracket,outputs/run_20260821T224902_pca_s1_c1p122462048309373/pca.json,outputs/run_20260821T224902_pca_s1_c1p122462048309373/moral_demos.jsonl,1.3195000000000001,1.4874999999999998,2.379,True,False
pca,1,-C,1.2599210498948732,historical_bracket,outputs/run_20260821T225043_pca_s1_c1p2599210498948732/pca.json,outputs/run_20260821T225043_pca_s1_c1p2599210498948732/moral_demos.jsonl,1.38775,1.85225,2.75325,True,False
pca,1,-C,1.4142135623730951,historical_bracket,outputs/run_20260821T225230_pca_s1_c1p4142135623730951/pca.json,outputs/run_20260821T225230_pca_s1_c1p4142135623730951/moral_demos.jsonl,1.1560000000000001,2.689,3.48475,True,False
pca,2,+C,0.44544935907016964,historical_bracket,outputs/run_20260821T224054_pca_s2_c0p44544935907016964/pca.json,outputs/run_20260821T224054_pca_s2_c0p44544935907016964/moral_demos.jsonl,1.22925,0.178,0.59875,True,True
pca,2,+C,0.5,historical_bracket,outputs/run_20260821T224144_pca_s2_c0p5/pca.json,outputs/run_20260821T224144_pca_s2_c0p5/moral_demos.jsonl,1.57275,0.16475,0.615,True,True
pca,2,+C,0.5612310241546865,historical_bracket,outputs/run_20260821T224233_pca_s2_c0p5612310241546865/pca.json,outputs/run_20260821T224233_pca_s2_c0p5612310241546865/moral_demos.jsonl,1.603,0.206,0.67525,True,True
pca,2,+C,0.6299605249474366,historical_bracket,outputs/run_20260821T224323_pca_s2_c0p6299605249474366/pca.json,outputs/run_20260821T224323_pca_s2_c0p6299605249474366/moral_demos.jsonl,1.81025,0.2785,0.76575,True,True
pca,2,+C,0.7071067811865476,historical_bracket,outputs/run_20260821T224414_pca_s2_c0p7071067811865476/pca.json,outputs/run_20260821T224414_pca_s2_c0p7071067811865476/moral_demos.jsonl,2.179,0.295,0.74925,True,True
pca,2,+C,0.7937005259840998,historical_bracket,outputs/run_20260821T224519_pca_s2_c0p7937005259840998/pca.json,outputs/run_20260821T224519_pca_s2_c0p7937005259840998/moral_demos.jsonl,2.666,0.2745,0.76425,True,True
pca,2,+C,0.8908987181403393,historical_bracket,outputs/run_20260821T224614_pca_s2_c0p8908987181403393/pca.json,outputs/run_20260821T224614_pca_s2_c0p8908987181403393/moral_demos.jsonl,3.504,0.4925,1.013,True,True
pca,2,+C,1.0,historical_bracket,outputs/run_20260821T224707_pca_s2_c1p0/pca.json,outputs/run_20260821T224707_pca_s2_c1p0/moral_demos.jsonl,3.887,0.7505,1.2855,True,True
pca,2,+C,1.122462048309373,historical_bracket,outputs/run_20260821T224757_pca_s2_c1p122462048309373/pca.json,outputs/run_20260821T224757_pca_s2_c1p122462048309373/moral_demos.jsonl,4.1385,0.9,1.45625,True,True
pca,2,+C,1.2599210498948732,historical_bracket,outputs/run_20260821T224851_pca_s2_c1p2599210498948732/pca.json,outputs/run_20260821T224851_pca_s2_c1p2599210498948732/moral_demos.jsonl,3.9,1.2642499999999999,1.795,True,False
pca,2,+C,1.4142135623730951,historical_bracket,outputs/run_20260821T225005_pca_s2_c1p4142135623730951/pca.json,outputs/run_20260821T225005_pca_s2_c1p4142135623730951/moral_demos.jsonl,3.643255,1.567475,2.14875,True,False
pca,2,-C,0.44544935907016964,historical_bracket,outputs/run_20260821T224054_pca_s2_c0p44544935907016964/pca.json,outputs/run_20260821T224054_pca_s2_c0p44544935907016964/moral_demos.jsonl,0.28225,0.017250000000000005,0.86775,True,True
pca,2,-C,0.5,historical_bracket,outputs/run_20260821T224144_pca_s2_c0p5/pca.json,outputs/run_20260821T224144_pca_s2_c0p5/moral_demos.jsonl,0.5347500000000001,0.061750000000000006,0.8562500000000001,True,True
pca,2,-C,0.5612310241546865,historical_bracket,outputs/run_20260821T224233_pca_s2_c0p5612310241546865/pca.json,outputs/run_20260821T224233_pca_s2_c0p5612310241546865/moral_demos.jsonl,0.40275,0.03125000000000001,0.933,True,True
pca,2,-C,0.6299605249474366,historical_bracket,outputs/run_20260821T224323_pca_s2_c0p6299605249474366/pca.json,outputs/run_20260821T224323_pca_s2_c0p6299605249474366/moral_demos.jsonl,0.31250000000000006,0.01774999999999999,1.008,True,True
pca,2,-C,0.7071067811865476,historical_bracket,outputs/run_20260821T224414_pca_s2_c0p7071067811865476/pca.json,outputs/run_20260821T224414_pca_s2_c0p7071067811865476/moral_demos.jsonl,0.6767500000000001,0.24275,1.25675,True,True
pca,2,-C,0.7937005259840998,historical_bracket,outputs/run_20260821T224519_pca_s2_c0p7937005259840998/pca.json,outputs/run_20260821T224519_pca_s2_c0p7937005259840998/moral_demos.jsonl,0.94375,0.44675,1.47875,True,True
pca,2,-C,0.8908987181403393,historical_bracket,outputs/run_20260821T224614_pca_s2_c0p8908987181403393/pca.json,outputs/run_20260821T224614_pca_s2_c0p8908987181403393/moral_demos.jsonl,0.684,0.7335,1.72275,True,False
pca,2,-C,1.0,historical_bracket,outputs/run_20260821T224707_pca_s2_c1p0/pca.json,outputs/run_20260821T224707_pca_s2_c1p0/moral_demos.jsonl,1.43425,1.0614999999999999,1.9657499999999999,True,False
pca,2,-C,1.122462048309373,historical_bracket,outputs/run_20260821T224757_pca_s2_c1p122462048309373/pca.json,outputs/run_20260821T224757_pca_s2_c1p122462048309373/moral_demos.jsonl,1.3485,1.5147499999999998,2.379,True,False
pca,2,-C,1.2599210498948732,historical_bracket,outputs/run_20260821T224851_pca_s2_c1p2599210498948732/pca.json,outputs/run_20260821T224851_pca_s2_c1p2599210498948732/moral_demos.jsonl,1.0635,1.9415,2.79325,True,False
pca,2,-C,1.4142135623730951,historical_bracket,outputs/run_20260821T225005_pca_s2_c1p4142135623730951/pca.json,outputs/run_20260821T225005_pca_s2_c1p4142135623730951/moral_demos.jsonl,1.216,2.674505,3.4280049999999997,True,False
vjp_delta,0,+C,0.3968502629920499,continuation_certificate,outputs/run_20260828T095239_vjp_delta_s0_+c0p3968502629920499/vjp_delta.json,outputs/run_20260828T095239_vjp_delta_s0_+c0p3968502629920499/moral_demos.jsonl,3.68,0.29175,0.77675,True,True
vjp_delta,0,+C,0.44544935907016964,continuation_certificate,outputs/run_20260828T095318_vjp_delta_s0_+c0p44544935907016964/vjp_delta.json,outputs/run_20260828T095318_vjp_delta_s0_+c0p44544935907016964/moral_demos.jsonl,3.80225,0.321,0.82925,True,True
vjp_delta,0,+C,0.5,continuation_certificate,outputs/run_20260828T095413_vjp_delta_s0_+c0p5/vjp_delta.json,outputs/run_20260828T095413_vjp_delta_s0_+c0p5/moral_demos.jsonl,3.65854125,0.3048,0.867,True,True
vjp_delta,0,+C,0.5612310241546865,continuation_certificate,outputs/run_20260828T095453_vjp_delta_s0_+c0p5612310241546865/vjp_delta.json,outputs/run_20260828T095453_vjp_delta_s0_+c0p5612310241546865/moral_demos.jsonl,3.7545,0.49924999999999997,1.05075,True,True
vjp_delta,0,+C,0.6299605249474366,continuation_certificate,outputs/run_20260828T095517_vjp_delta_s0_+c0p6299605249474366/vjp_delta.json,outputs/run_20260828T095517_vjp_delta_s0_+c0p6299605249474366/moral_demos.jsonl,3.74375,0.6775,1.24525,True,True
vjp_delta,0,+C,0.7071067811865476,continuation_certificate,outputs/run_20260828T095540_vjp_delta_s0_+c0p7071067811865476/vjp_delta.json,outputs/run_20260828T095540_vjp_delta_s0_+c0p7071067811865476/moral_demos.jsonl,3.31925,1.2254975,1.79075,True,False
vjp_delta,0,+C,0.7937005259840998,continuation_certificate,outputs/run_20260828T095602_vjp_delta_s0_+c0p7937005259840998/vjp_delta.json,outputs/run_20260828T095602_vjp_delta_s0_+c0p7937005259840998/moral_demos.jsonl,3.158,1.6412499999999999,2.22625,True,False
vjp_delta,0,+C,0.8908987181403393,continuation_certificate,outputs/run_20260828T095624_vjp_delta_s0_+c0p8908987181403393/vjp_delta.json,outputs/run_20260828T095624_vjp_delta_s0_+c0p8908987181403393/moral_demos.jsonl,2.7525,2.28475,2.86,True,False
vjp_delta,0,+C,1.0,continuation_certificate,outputs/run_20260828T095646_vjp_delta_s0_+c1p0/vjp_delta.json,outputs/run_20260828T095646_vjp_delta_s0_+c1p0/moral_demos.jsonl,1.8980000000000001,3.066,3.63575,True,False
vjp_delta,0,+C,1.122462048309373,continuation_certificate,outputs/run_20260828T095650_vjp_delta_s0_+c1p122462048309373/vjp_delta.json,outputs/run_20260828T095650_vjp_delta_s0_+c1p122462048309373/moral_demos.jsonl,1.02225,3.8212499999999996,4.3235,True,False
vjp_delta,0,+C,1.1378766893474968,continuation_certificate,outputs/run_20260828T095217_vjp_delta_s0_+c1p1378766893474968/vjp_delta.json,outputs/run_20260828T095217_vjp_delta_s0_+c1p1378766893474968/moral_demos.jsonl,0.97675,3.91825,4.425,True,False
vjp_delta,0,-C,0.125,historical_bracket,outputs/run_20260822T022625_vjp_delta_s0_c0p125/vjp_delta.json,outputs/run_20260822T022625_vjp_delta_s0_c0p125/moral_demos.jsonl,1.23127925,0.12325,0.7045,True,True
vjp_delta,0,-C,0.1403077560386716,historical_bracket,outputs/run_20260821T233037_vjp_delta_s0_c0p1403077560386716/vjp_delta.json,outputs/run_20260821T233037_vjp_delta_s0_c0p1403077560386716/moral_demos.jsonl,1.23,0.10125,0.7485,True,True
vjp_delta,0,-C,0.15749013123685915,historical_bracket,outputs/run_20260821T233250_vjp_delta_s0_c0p15749013123685915/vjp_delta.json,outputs/run_20260821T233250_vjp_delta_s0_c0p15749013123685915/moral_demos.jsonl,1.49575,0.12025,0.7555,True,True
vjp_delta,0,-C,0.1767766952966369,historical_bracket,outputs/run_20260822T022812_vjp_delta_s0_c0p1767766952966369/vjp_delta.json,outputs/run_20260822T022812_vjp_delta_s0_c0p1767766952966369/moral_demos.jsonl,1.88,0.016000000000000007,0.907,True,True
vjp_delta,0,-C,0.19842513149602492,historical_bracket,outputs/run_20260821T233453_vjp_delta_s0_c0p19842513149602492/vjp_delta.json,outputs/run_20260821T233453_vjp_delta_s0_c0p19842513149602492/moral_demos.jsonl,1.6425,0.15324999999999997,1.076,True,True
vjp_delta,0,-C,0.22272467953508485,historical_bracket,outputs/run_20260821T233835_vjp_delta_s0_c0p22272467953508485/vjp_delta.json,outputs/run_20260821T233835_vjp_delta_s0_c0p22272467953508485/moral_demos.jsonl,1.14075,0.608,1.46075,True,True
vjp_delta,1,+C,0.3968502629920499,continuation_certificate,outputs/run_20260828T095321_vjp_delta_s1_+c0p3968502629920499/vjp_delta.json,outputs/run_20260828T095321_vjp_delta_s1_+c0p3968502629920499/moral_demos.jsonl,3.6414999999999997,0.259,0.7785,True,True
vjp_delta,1,+C,0.44544935907016964,continuation_certificate,outputs/run_20260828T095412_vjp_delta_s1_+c0p44544935907016964/vjp_delta.json,outputs/run_20260828T095412_vjp_delta_s1_+c0p44544935907016964/moral_demos.jsonl,3.7895,0.26725,0.751,True,True
vjp_delta,1,+C,0.5,continuation_certificate,outputs/run_20260828T095522_vjp_delta_s1_+c0p5/vjp_delta.json,outputs/run_20260828T095522_vjp_delta_s1_+c0p5/moral_demos.jsonl,3.6575,0.3615,0.914,True,True
vjp_delta,1,+C,0.5612310241546865,continuation_certificate,outputs/run_20260828T095613_vjp_delta_s1_+c0p5612310241546865/vjp_delta.json,outputs/run_20260828T095613_vjp_delta_s1_+c0p5612310241546865/moral_demos.jsonl,3.7425,0.573,1.125,True,True
