method,seed,side,C,source_kind,source_run,raw_steered_source,effect,off_axis_perturbation,steered_off_axis,health_clean,accepted
vjp_delta,1,+C,0.6299605249474366,continuation_certificate,outputs/run_20260828T095643_vjp_delta_s1_+c0p6299605249474366/vjp_delta.json,outputs/run_20260828T095643_vjp_delta_s1_+c0p6299605249474366/moral_demos.jsonl,3.65775,0.7205,1.3125,True,True
vjp_delta,1,+C,0.7071067811865476,continuation_certificate,outputs/run_20260828T095712_vjp_delta_s1_+c0p7071067811865476/vjp_delta.json,outputs/run_20260828T095712_vjp_delta_s1_+c0p7071067811865476/moral_demos.jsonl,3.34325,1.2459974999999999,1.804,True,False
vjp_delta,1,+C,0.7937005259840998,continuation_certificate,outputs/run_20260828T095741_vjp_delta_s1_+c0p7937005259840998/vjp_delta.json,outputs/run_20260828T095741_vjp_delta_s1_+c0p7937005259840998/moral_demos.jsonl,3.09225,1.573,2.1785,True,False
vjp_delta,1,+C,0.8908987181403393,continuation_certificate,outputs/run_20260828T095809_vjp_delta_s1_+c0p8908987181403393/vjp_delta.json,outputs/run_20260828T095809_vjp_delta_s1_+c0p8908987181403393/moral_demos.jsonl,2.64975,2.32125,2.89225,True,False
vjp_delta,1,+C,1.0,continuation_certificate,outputs/run_20260828T095837_vjp_delta_s1_+c1p0/vjp_delta.json,outputs/run_20260828T095837_vjp_delta_s1_+c1p0/moral_demos.jsonl,1.67475,2.98175,3.5675,True,False
vjp_delta,1,+C,1.122462048309373,continuation_certificate,outputs/run_20260828T095843_vjp_delta_s1_+c1p122462048309373/vjp_delta.json,outputs/run_20260828T095843_vjp_delta_s1_+c1p122462048309373/moral_demos.jsonl,1.07625,3.8137499999999998,4.33225,True,False
vjp_delta,1,+C,1.2247131463767214,continuation_certificate,outputs/run_20260828T095227_vjp_delta_s1_+c1p2247131463767214/vjp_delta.json,outputs/run_20260828T095227_vjp_delta_s1_+c1p2247131463767214/moral_demos.jsonl,0.7895,4.1185,4.60575,True,False
vjp_delta,1,-C,0.1403077560386716,historical_bracket,outputs/run_20260822T023727_vjp_delta_s1_c0p1403077560386716/vjp_delta.json,outputs/run_20260822T023727_vjp_delta_s1_c0p1403077560386716/moral_demos.jsonl,1.2675,0.08150000000000002,0.80775,True,True
vjp_delta,1,-C,0.15749013123685915,historical_bracket,outputs/run_20260822T023853_vjp_delta_s1_c0p15749013123685915/vjp_delta.json,outputs/run_20260822T023853_vjp_delta_s1_c0p15749013123685915/moral_demos.jsonl,1.53225,0.0935,0.78525,True,True
vjp_delta,1,-C,0.1767766952966369,historical_bracket,outputs/run_20260822T024028_vjp_delta_s1_c0p1767766952966369/vjp_delta.json,outputs/run_20260822T024028_vjp_delta_s1_c0p1767766952966369/moral_demos.jsonl,1.8892499999999999,0.009000000000000011,0.9475,True,True
vjp_delta,1,-C,0.19842513149602492,historical_bracket,outputs/run_20260822T024251_vjp_delta_s1_c0p19842513149602492/vjp_delta.json,outputs/run_20260822T024251_vjp_delta_s1_c0p19842513149602492/moral_demos.jsonl,1.726,0.033749999999999995,0.972,True,True
vjp_delta,1,-C,0.22272467953508485,historical_bracket,outputs/run_20260822T024509_vjp_delta_s1_c0p22272467953508485/vjp_delta.json,outputs/run_20260822T024509_vjp_delta_s1_c0p22272467953508485/moral_demos.jsonl,1.13375,0.6467499999999999,1.52375,True,False
vjp_delta,1,-C,0.25,historical_bracket,outputs/run_20260822T024726_vjp_delta_s1_c0p25/vjp_delta.json,outputs/run_20260822T024726_vjp_delta_s1_c0p25/moral_demos.jsonl,0.22075,1.7507499999999998,2.551,True,False
vjp_delta,2,+C,0.3968502629920499,continuation_certificate,outputs/run_20260828T095300_vjp_delta_s2_+c0p3968502629920499/vjp_delta.json,outputs/run_20260828T095300_vjp_delta_s2_+c0p3968502629920499/moral_demos.jsonl,3.6315,0.31925,0.812,True,True
vjp_delta,2,+C,0.44544935907016964,continuation_certificate,outputs/run_20260828T095347_vjp_delta_s2_+c0p44544935907016964/vjp_delta.json,outputs/run_20260828T095347_vjp_delta_s2_+c0p44544935907016964/moral_demos.jsonl,3.827,0.35325,0.841,True,True
vjp_delta,2,+C,0.5,continuation_certificate,outputs/run_20260828T095454_vjp_delta_s2_+c0p5/vjp_delta.json,outputs/run_20260828T095454_vjp_delta_s2_+c0p5/moral_demos.jsonl,3.69439125,0.3755,0.93425,True,True
vjp_delta,2,+C,0.5612310241546865,continuation_certificate,outputs/run_20260828T095541_vjp_delta_s2_+c0p5612310241546865/vjp_delta.json,outputs/run_20260828T095541_vjp_delta_s2_+c0p5612310241546865/moral_demos.jsonl,3.723,0.543,1.0975,True,True
vjp_delta,2,+C,0.6299605249474366,continuation_certificate,outputs/run_20260828T095610_vjp_delta_s2_+c0p6299605249474366/vjp_delta.json,outputs/run_20260828T095610_vjp_delta_s2_+c0p6299605249474366/moral_demos.jsonl,3.74425,0.694,1.285,True,True
vjp_delta,2,+C,0.7071067811865476,continuation_certificate,outputs/run_20260828T095638_vjp_delta_s2_+c0p7071067811865476/vjp_delta.json,outputs/run_20260828T095638_vjp_delta_s2_+c0p7071067811865476/moral_demos.jsonl,3.34925,1.2647475,1.83625,True,False
vjp_delta,2,+C,0.7937005259840998,continuation_certificate,outputs/run_20260828T095705_vjp_delta_s2_+c0p7937005259840998/vjp_delta.json,outputs/run_20260828T095705_vjp_delta_s2_+c0p7937005259840998/moral_demos.jsonl,3.159,1.661,2.243,True,False
vjp_delta,2,+C,0.8908987181403393,continuation_certificate,outputs/run_20260828T095731_vjp_delta_s2_+c0p8908987181403393/vjp_delta.json,outputs/run_20260828T095731_vjp_delta_s2_+c0p8908987181403393/moral_demos.jsonl,2.7395,2.28525,2.8635,True,False
vjp_delta,2,+C,1.0,continuation_certificate,outputs/run_20260828T095756_vjp_delta_s2_+c1p0/vjp_delta.json,outputs/run_20260828T095756_vjp_delta_s2_+c1p0/moral_demos.jsonl,1.7550000000000001,3.0519999999999996,3.635,True,False
vjp_delta,2,+C,1.122462048309373,continuation_certificate,outputs/run_20260828T095802_vjp_delta_s2_+c1p122462048309373/vjp_delta.json,outputs/run_20260828T095802_vjp_delta_s2_+c1p122462048309373/moral_demos.jsonl,1.11175,3.8067499999999996,4.316,True,False
vjp_delta,2,+C,1.1835842505092786,continuation_certificate,outputs/run_20260828T095254_vjp_delta_s2_+c1p1835842505092786/vjp_delta.json,outputs/run_20260828T095254_vjp_delta_s2_+c1p1835842505092786/moral_demos.jsonl,1.0055,4.132,4.59675,True,False
vjp_delta,2,-C,0.125,historical_bracket,outputs/run_20260822T022436_vjp_delta_s2_c0p125/vjp_delta.json,outputs/run_20260822T022436_vjp_delta_s2_c0p125/moral_demos.jsonl,1.22077925,0.09875,0.74,True,True
vjp_delta,2,-C,0.1403077560386716,historical_bracket,outputs/run_20260821T232911_vjp_delta_s2_c0p1403077560386716/vjp_delta.json,outputs/run_20260821T232911_vjp_delta_s2_c0p1403077560386716/moral_demos.jsonl,1.26275,0.08,0.7605,True,True
vjp_delta,2,-C,0.15749013123685915,historical_bracket,outputs/run_20260821T233135_vjp_delta_s2_c0p15749013123685915/vjp_delta.json,outputs/run_20260821T233135_vjp_delta_s2_c0p15749013123685915/moral_demos.jsonl,1.43925,0.09275000000000001,0.7807499999999999,True,True
vjp_delta,2,-C,0.1767766952966369,historical_bracket,outputs/run_20260822T022604_vjp_delta_s2_c0p1767766952966369/vjp_delta.json,outputs/run_20260822T022604_vjp_delta_s2_c0p1767766952966369/moral_demos.jsonl,1.88025,0.03049999999999999,0.94575,True,True
vjp_delta,2,-C,0.19842513149602492,historical_bracket,outputs/run_20260821T233334_vjp_delta_s2_c0p19842513149602492/vjp_delta.json,outputs/run_20260821T233334_vjp_delta_s2_c0p19842513149602492/moral_demos.jsonl,1.589,0.17024999999999998,1.07025,True,True
vjp_delta,2,-C,0.22272467953508485,historical_bracket,outputs/run_20260821T233640_vjp_delta_s2_c0p22272467953508485/vjp_delta.json,outputs/run_20260821T233640_vjp_delta_s2_c0p22272467953508485/moral_demos.jsonl,1.14275,0.6815,1.54025,True,False
vjp_mlp_up_shrink,0,+C,3.563594872561357,continuation_certificate,outputs/run_20260828T095604_vjp_mlp_up_shrink_s0_+c3p563594872561357/vjp_mlp_up_shrink.json,outputs/run_20260828T095604_vjp_mlp_up_shrink_s0_+c3p563594872561357/moral_demos.jsonl,0.9987499999999999,0.014975,0.45875,True,True
vjp_mlp_up_shrink,0,+C,4.0,continuation_certificate,outputs/run_20260828T095615_vjp_mlp_up_shrink_s0_+c4p0/vjp_mlp_up_shrink.json,outputs/run_20260828T095615_vjp_mlp_up_shrink_s0_+c4p0/moral_demos.jsonl,1.0407499999999998,0.0006576550000000019,0.475867345,True,True
vjp_mlp_up_shrink,0,+C,4.489848193237491,continuation_certificate,outputs/run_20260828T095628_vjp_mlp_up_shrink_s0_+c4p489848193237491/vjp_mlp_up_shrink.json,outputs/run_20260828T095628_vjp_mlp_up_shrink_s0_+c4p489848193237491/moral_demos.jsonl,1.0574999999999999,0.0032250000000000004,0.47350000000000003,True,True
vjp_mlp_up_shrink,0,+C,5.039684199579493,continuation_certificate,outputs/run_20260828T095639_vjp_mlp_up_shrink_s0_+c5p039684199579493/vjp_mlp_up_shrink.json,outputs/run_20260828T095639_vjp_mlp_up_shrink_s0_+c5p039684199579493/moral_demos.jsonl,1.36575,0.025367345000000006,0.463117345,True,True
vjp_mlp_up_shrink,0,+C,5.656854249492381,continuation_certificate,outputs/run_20260828T095650_vjp_mlp_up_shrink_s0_+c5p656854249492381/vjp_mlp_up_shrink.json,outputs/run_20260828T095650_vjp_mlp_up_shrink_s0_+c5p656854249492381/moral_demos.jsonl,1.276,0.01925,0.42075,True,True
vjp_mlp_up_shrink,0,+C,6.3496042078727974,continuation_certificate,outputs/run_20260828T095700_vjp_mlp_up_shrink_s0_+c6p3496042078727974/vjp_mlp_up_shrink.json,outputs/run_20260828T095700_vjp_mlp_up_shrink_s0_+c6p3496042078727974/moral_demos.jsonl,1.522,0.011249999999999994,0.43625,True,True
vjp_mlp_up_shrink,0,+C,7.127189745122715,continuation_certificate,outputs/run_20260828T095711_vjp_mlp_up_shrink_s0_+c7p127189745122715/vjp_mlp_up_shrink.json,outputs/run_20260828T095711_vjp_mlp_up_shrink_s0_+c7p127189745122715/moral_demos.jsonl,1.83375,0.033,0.48375,True,True
vjp_mlp_up_shrink,0,+C,8.0,continuation_certificate,outputs/run_20260828T095721_vjp_mlp_up_shrink_s0_+c8p0/vjp_mlp_up_shrink.json,outputs/run_20260828T095721_vjp_mlp_up_shrink_s0_+c8p0/moral_demos.jsonl,2.12025,0.018750000000000003,0.47000000000000003,True,True
vjp_mlp_up_shrink,0,+C,8.979696386474982,continuation_certificate,outputs/run_20260828T095732_vjp_mlp_up_shrink_s0_+c8p979696386474982/vjp_mlp_up_shrink.json,outputs/run_20260828T095732_vjp_mlp_up_shrink_s0_+c8p979696386474982/moral_demos.jsonl,2.33,0.06775,0.5105000000000001,True,True
vjp_mlp_up_shrink,0,+C,10.079368399158986,continuation_certificate,outputs/run_20260828T095742_vjp_mlp_up_shrink_s0_+c10p079368399158986/vjp_mlp_up_shrink.json,outputs/run_20260828T095742_vjp_mlp_up_shrink_s0_+c10p079368399158986/moral_demos.jsonl,2.3987499999999997,0.03275000000000001,0.47875,True,True
vjp_mlp_up_shrink,0,+C,11.313708498984761,continuation_certificate,outputs/run_20260828T095752_vjp_mlp_up_shrink_s0_+c11p313708498984761/vjp_mlp_up_shrink.json,outputs/run_20260828T095752_vjp_mlp_up_shrink_s0_+c11p313708498984761/moral_demos.jsonl,2.67525,0.08375,0.51975,True,True
vjp_mlp_up_shrink,0,+C,12.699208415745595,continuation_certificate,outputs/run_20260828T095802_vjp_mlp_up_shrink_s0_+c12p699208415745595/vjp_mlp_up_shrink.json,outputs/run_20260828T095802_vjp_mlp_up_shrink_s0_+c12p699208415745595/moral_demos.jsonl,2.81875,0.03525000000000002,0.505,True,True
vjp_mlp_up_shrink,0,+C,14.25437949024543,continuation_certificate,outputs/run_20260828T094945_vjp_mlp_up_shrink_s0_+c14p25437949024543/vjp_mlp_up_shrink.json,outputs/run_20260828T094945_vjp_mlp_up_shrink_s0_+c14p25437949024543/moral_demos.jsonl,3.02175,0.019500000000000017,0.5175000000000001,True,True
vjp_mlp_up_shrink,0,+C,16.0,continuation_certificate,outputs/run_20260828T095812_vjp_mlp_up_shrink_s0_+c16p0/vjp_mlp_up_shrink.json,outputs/run_20260828T095812_vjp_mlp_up_shrink_s0_+c16p0/moral_demos.jsonl,3.2105,0.129,0.59025,True,True
vjp_mlp_up_shrink,0,+C,17.959392772949972,continuation_certificate,outputs/run_20260828T095835_vjp_mlp_up_shrink_s0_+c17p959392772949972/vjp_mlp_up_shrink.json,outputs/run_20260828T095835_vjp_mlp_up_shrink_s0_+c17p959392772949972/moral_demos.jsonl,3.34225,0.12025,0.5815,True,True
vjp_mlp_up_shrink,0,+C,20.158736798317967,continuation_certificate,outputs/run_20260828T095847_vjp_mlp_up_shrink_s0_+c20p158736798317967/vjp_mlp_up_shrink.json,outputs/run_20260828T095847_vjp_mlp_up_shrink_s0_+c20p158736798317967/moral_demos.jsonl,3.53225,0.17825,0.65825,True,True
vjp_mlp_up_shrink,0,+C,22.627416997969522,continuation_certificate,outputs/run_20260828T095856_vjp_mlp_up_shrink_s0_+c22p627416997969522/vjp_mlp_up_shrink.json,outputs/run_20260828T095856_vjp_mlp_up_shrink_s0_+c22p627416997969522/moral_demos.jsonl,3.50025,0.40950000000000003,0.9077500000000001,True,True
vjp_mlp_up_shrink,0,+C,25.398416831491197,continuation_certificate,outputs/run_20260828T095936_vjp_mlp_up_shrink_s0_+c25p398416831491197/vjp_mlp_up_shrink.json,outputs/run_20260828T095936_vjp_mlp_up_shrink_s0_+c25p398416831491197/moral_demos.jsonl,3.48075,0.6365,1.1375,True,True
vjp_mlp_up_shrink,0,+C,28.508758980490853,continuation_certificate,outputs/run_20260828T095007_vjp_mlp_up_shrink_s0_+c28p50875898049086/vjp_mlp_up_shrink.json,outputs/run_20260828T095007_vjp_mlp_up_shrink_s0_+c28p50875898049086/moral_demos.jsonl,3.0985,1.0935,1.59775,True,False
vjp_mlp_up_shrink,0,+C,32.0,continuation_certificate,outputs/run_20260828T100027_vjp_mlp_up_shrink_s0_+c32p0/vjp_mlp_up_shrink.json,outputs/run_20260828T100027_vjp_mlp_up_shrink_s0_+c32p0/moral_demos.jsonl,2.425,1.692,2.18525,True,False
vjp_mlp_up_shrink,0,+C,32.15876153471858,continuation_certificate,outputs/run_20260828T095501_vjp_mlp_up_shrink_s0_+c32p15876153471858/vjp_mlp_up_shrink.json,outputs/run_20260828T095501_vjp_mlp_up_shrink_s0_+c32p15876153471858/moral_demos.jsonl,2.483,1.6775,2.19475,True,False
vjp_mlp_up_shrink,0,-C,1.5874010519681994,historical_bracket,outputs/run_20260828T024359_vjp_mlp_up_shrink_s0_c1p5874010519681994/vjp_mlp_up_shrink.json,outputs/run_20260828T024359_vjp_mlp_up_shrink_s0_c1p5874010519681994/moral_demos.jsonl,0.389925,0.026500000000000003,0.784,True,True
vjp_mlp_up_shrink,0,-C,1.7817974362806785,historical_bracket,outputs/run_20260828T024530_vjp_mlp_up_shrink_s0_c1p7817974362806785/vjp_mlp_up_shrink.json,outputs/run_20260828T024530_vjp_mlp_up_shrink_s0_c1p7817974362806785/moral_demos.jsonl,0.3966475,0.009497499999999994,0.8425,True,True
vjp_mlp_up_shrink,0,-C,2.0,historical_bracket,outputs/run_20260828T024658_vjp_mlp_up_shrink_s0_c2p0/vjp_mlp_up_shrink.json,outputs/run_20260828T024658_vjp_mlp_up_shrink_s0_c2p0/moral_demos.jsonl,0.340175,0.005250000000000008,0.85175,True,True
vjp_mlp_up_shrink,0,-C,2.244924096618746,historical_bracket,outputs/run_20260828T024826_vjp_mlp_up_shrink_s0_c2p244924096618746/vjp_mlp_up_shrink.json,outputs/run_20260828T024826_vjp_mlp_up_shrink_s0_c2p244924096618746/moral_demos.jsonl,0.571675,0.0635025,0.82475,True,True
vjp_mlp_up_shrink,0,-C,2.5198420997897464,historical_bracket,outputs/run_20260828T024952_vjp_mlp_up_shrink_s0_c2p5198420997897464/vjp_mlp_up_shrink.json,outputs/run_20260828T024952_vjp_mlp_up_shrink_s0_c2p5198420997897464/moral_demos.jsonl,0.682925,0.05100000000000002,0.8270000000000001,True,True
vjp_mlp_up_shrink,0,-C,2.8284271247461903,historical_bracket,outputs/run_20260828T025120_vjp_mlp_up_shrink_s0_c2p8284271247461903/vjp_mlp_up_shrink.json,outputs/run_20260828T025120_vjp_mlp_up_shrink_s0_c2p8284271247461903/moral_demos.jsonl,0.796,0.024000000000000014,0.894,True,True
vjp_mlp_up_shrink,0,-C,3.174802103936399,historical_bracket,outputs/run_20260828T025249_vjp_mlp_up_shrink_s0_c3p174802103936399/vjp_mlp_up_shrink.json,outputs/run_20260828T025249_vjp_mlp_up_shrink_s0_c3p174802103936399/moral_demos.jsonl,0.96475,0.08625,0.76975,True,True
vjp_mlp_up_shrink,0,-C,3.563594872561357,historical_bracket,outputs/run_20260828T025417_vjp_mlp_up_shrink_s0_c3p563594872561357/vjp_mlp_up_shrink.json,outputs/run_20260828T025417_vjp_mlp_up_shrink_s0_c3p563594872561357/moral_demos.jsonl,0.944,0.11575,0.759,True,True
vjp_mlp_up_shrink,0,-C,4.0,historical_bracket,outputs/run_20260828T025550_vjp_mlp_up_shrink_s0_c4p0/vjp_mlp_up_shrink.json,outputs/run_20260828T025550_vjp_mlp_up_shrink_s0_c4p0/moral_demos.jsonl,0.94575,0.09775,0.7867500000000001,True,True
vjp_mlp_up_shrink,0,-C,4.489848193237491,historical_bracket,outputs/run_20260828T025727_vjp_mlp_up_shrink_s0_c4p489848193237491/vjp_mlp_up_shrink.json,outputs/run_20260828T025727_vjp_mlp_up_shrink_s0_c4p489848193237491/moral_demos.jsonl,1.19625,0.16175,0.711,True,True
vjp_mlp_up_shrink,0,-C,5.039684199579493,historical_bracket,outputs/run_20260828T025859_vjp_mlp_up_shrink_s0_c5p039684199579493/vjp_mlp_up_shrink.json,outputs/run_20260828T025859_vjp_mlp_up_shrink_s0_c5p039684199579493/moral_demos.jsonl,1.3507500000000001,0.1685,0.70025,True,True
vjp_mlp_up_shrink,0,-C,5.656854249492381,historical_bracket,outputs/run_20260828T030031_vjp_mlp_up_shrink_s0_c5p656854249492381/vjp_mlp_up_shrink.json,outputs/run_20260828T030031_vjp_mlp_up_shrink_s0_c5p656854249492381/moral_demos.jsonl,1.307,0.09075000000000001,0.7635,True,True
vjp_mlp_up_shrink,0,-C,6.3496042078727974,historical_bracket,outputs/run_20260828T030232_vjp_mlp_up_shrink_s0_c6p3496042078727974/vjp_mlp_up_shrink.json,outputs/run_20260828T030232_vjp_mlp_up_shrink_s0_c6p3496042078727974/moral_demos.jsonl,1.35325,0.09125,0.831,True,True
vjp_mlp_up_shrink,0,-C,7.127189745122715,historical_bracket,outputs/run_20260828T030442_vjp_mlp_up_shrink_s0_c7p127189745122715/vjp_mlp_up_shrink.json,outputs/run_20260828T030442_vjp_mlp_up_shrink_s0_c7p127189745122715/moral_demos.jsonl,1.24425,0.14825,1.0355,True,True
vjp_mlp_up_shrink,0,-C,8.0,historical_bracket,outputs/run_20260828T030707_vjp_mlp_up_shrink_s0_c8p0/vjp_mlp_up_shrink.json,outputs/run_20260828T030707_vjp_mlp_up_shrink_s0_c8p0/moral_demos.jsonl,0.85275,0.25599999999999995,1.256,True,True
vjp_mlp_up_shrink,0,-C,8.979696386474982,historical_bracket,outputs/run_20260828T030935_vjp_mlp_up_shrink_s0_c8p979696386474982/vjp_mlp_up_shrink.json,outputs/run_20260828T030935_vjp_mlp_up_shrink_s0_c8p979696386474982/moral_demos.jsonl,0.09724999999999996,0.88825,1.7987499999999998,True,False
vjp_mlp_up_shrink,0,-C,10.079368399158986,historical_bracket,outputs/run_20260828T031201_vjp_mlp_up_shrink_s0_c10p079368399158986/vjp_mlp_up_shrink.json,outputs/run_20260828T031201_vjp_mlp_up_shrink_s0_c10p079368399158986/moral_demos.jsonl,-1.22025,1.5959999999999999,2.54175,True,False
vjp_mlp_up_shrink,1,+C,3.563594872561357,continuation_certificate,outputs/run_20260828T095519_vjp_mlp_up_shrink_s1_+c3p563594872561357/vjp_mlp_up_shrink.json,outputs/run_20260828T095519_vjp_mlp_up_shrink_s1_+c3p563594872561357/moral_demos.jsonl,1.03175,0.018475,0.48575,True,True
vjp_mlp_up_shrink,1,+C,4.0,continuation_certificate,outputs/run_20260828T095532_vjp_mlp_up_shrink_s1_+c4p0/vjp_mlp_up_shrink.json,outputs/run_20260828T095532_vjp_mlp_up_shrink_s1_+c4p0/moral_demos.jsonl,1.0407499999999998,0.027092344999999997,0.492617345,True,True
vjp_mlp_up_shrink,1,+C,4.489848193237491,continuation_certificate,outputs/run_20260828T095544_vjp_mlp_up_shrink_s1_+c4p489848193237491/vjp_mlp_up_shrink.json,outputs/run_20260828T095544_vjp_mlp_up_shrink_s1_+c4p489848193237491/moral_demos.jsonl,1.05975,0.008592345,0.453617345,True,True
vjp_mlp_up_shrink,1,+C,5.039684199579493,continuation_certificate,outputs/run_20260828T095556_vjp_mlp_up_shrink_s1_+c5p039684199579493/vjp_mlp_up_shrink.json,outputs/run_20260828T095556_vjp_mlp_up_shrink_s1_+c5p039684199579493/moral_demos.jsonl,1.31725,0.046367345000000004,0.48911734500000004,True,True
vjp_mlp_up_shrink,1,+C,5.656854249492381,continuation_certificate,outputs/run_20260828T095608_vjp_mlp_up_shrink_s1_+c5p656854249492381/vjp_mlp_up_shrink.json,outputs/run_20260828T095608_vjp_mlp_up_shrink_s1_+c5p656854249492381/moral_demos.jsonl,1.26475,0.026500000000000003,0.447,True,True
vjp_mlp_up_shrink,1,+C,6.3496042078727974,continuation_certificate,outputs/run_20260828T095619_vjp_mlp_up_shrink_s1_+c6p3496042078727974/vjp_mlp_up_shrink.json,outputs/run_20260828T095619_vjp_mlp_up_shrink_s1_+c6p3496042078727974/moral_demos.jsonl,1.5785,0.030750000000000006,0.453,True,True
vjp_mlp_up_shrink,1,+C,7.127189745122715,continuation_certificate,outputs/run_20260828T095631_vjp_mlp_up_shrink_s1_+c7p127189745122715/vjp_mlp_up_shrink.json,outputs/run_20260828T095631_vjp_mlp_up_shrink_s1_+c7p127189745122715/moral_demos.jsonl,1.64775,0.05275,0.4865,True,True
vjp_mlp_up_shrink,1,+C,8.0,continuation_certificate,outputs/run_20260828T095642_vjp_mlp_up_shrink_s1_+c8p0/vjp_mlp_up_shrink.json,outputs/run_20260828T095642_vjp_mlp_up_shrink_s1_+c8p0/moral_demos.jsonl,2.04925,0.04675,0.4875,True,True
vjp_mlp_up_shrink,1,+C,8.979696386474982,continuation_certificate,outputs/run_20260828T095654_vjp_mlp_up_shrink_s1_+c8p979696386474982/vjp_mlp_up_shrink.json,outputs/run_20260828T095654_vjp_mlp_up_shrink_s1_+c8p979696386474982/moral_demos.jsonl,2.3337499999999998,0.066,0.515,True,True
vjp_mlp_up_shrink,1,+C,10.079368399158986,continuation_certificate,outputs/run_20260828T095706_vjp_mlp_up_shrink_s1_+c10p079368399158986/vjp_mlp_up_shrink.json,outputs/run_20260828T095706_vjp_mlp_up_shrink_s1_+c10p079368399158986/moral_demos.jsonl,2.45525,0.04700000000000001,0.52325,True,True
vjp_mlp_up_shrink,1,+C,11.313708498984761,continuation_certificate,outputs/run_20260828T095718_vjp_mlp_up_shrink_s1_+c11p313708498984761/vjp_mlp_up_shrink.json,outputs/run_20260828T095718_vjp_mlp_up_shrink_s1_+c11p313708498984761/moral_demos.jsonl,2.66275,0.06200000000000001,0.52025,True,True
vjp_mlp_up_shrink,1,+C,12.699208415745595,continuation_certificate,outputs/run_20260828T095729_vjp_mlp_up_shrink_s1_+c12p699208415745595/vjp_mlp_up_shrink.json,outputs/run_20260828T095729_vjp_mlp_up_shrink_s1_+c12p699208415745595/moral_demos.jsonl,2.7855,0.08225,0.556,True,True
vjp_mlp_up_shrink,1,+C,14.25437949024543,continuation_certificate,outputs/run_20260828T094945_vjp_mlp_up_shrink_s1_+c14p25437949024543/vjp_mlp_up_shrink.json,outputs/run_20260828T094945_vjp_mlp_up_shrink_s1_+c14p25437949024543/moral_demos.jsonl,2.88475,0.007750000000000013,0.507,True,True
vjp_mlp_up_shrink,1,+C,16.0,continuation_certificate,outputs/run_20260828T095740_vjp_mlp_up_shrink_s1_+c16p0/vjp_mlp_up_shrink.json,outputs/run_20260828T095740_vjp_mlp_up_shrink_s1_+c16p0/moral_demos.jsonl,3.204,0.10025,0.57425,True,True
vjp_mlp_up_shrink,1,+C,17.959392772949972,continuation_certificate,outputs/run_20260828T095807_vjp_mlp_up_shrink_s1_+c17p959392772949972/vjp_mlp_up_shrink.json,outputs/run_20260828T095807_vjp_mlp_up_shrink_s1_+c17p959392772949972/moral_demos.jsonl,3.457,0.13725,0.60225,True,True
vjp_mlp_up_shrink,1,+C,20.158736798317967,continuation_certificate,outputs/run_20260828T095818_vjp_mlp_up_shrink_s1_+c20p158736798317967/vjp_mlp_up_shrink.json,outputs/run_20260828T095818_vjp_mlp_up_shrink_s1_+c20p158736798317967/moral_demos.jsonl,3.49675,0.18775,0.68125,True,True
vjp_mlp_up_shrink,1,+C,22.627416997969522,continuation_certificate,outputs/run_20260828T095829_vjp_mlp_up_shrink_s1_+c22p627416997969522/vjp_mlp_up_shrink.json,outputs/run_20260828T095829_vjp_mlp_up_shrink_s1_+c22p627416997969522/moral_demos.jsonl,3.49625,0.44925,0.9615,True,True
vjp_mlp_up_shrink,1,+C,25.398416831491197,continuation_certificate,outputs/run_20260828T095910_vjp_mlp_up_shrink_s1_+c25p398416831491197/vjp_mlp_up_shrink.json,outputs/run_20260828T095910_vjp_mlp_up_shrink_s1_+c25p398416831491197/moral_demos.jsonl,3.525,0.64425,1.18625,True,True
vjp_mlp_up_shrink,1,+C,28.508758980490853,continuation_certificate,outputs/run_20260828T095005_vjp_mlp_up_shrink_s1_+c28p50875898049086/vjp_mlp_up_shrink.json,outputs/run_20260828T095005_vjp_mlp_up_shrink_s1_+c28p50875898049086/moral_demos.jsonl,3.1189999999999998,1.05925,1.5585,True,False
vjp_mlp_up_shrink,1,+C,31.582656193758094,continuation_certificate,outputs/run_20260828T095301_vjp_mlp_up_shrink_s1_+c31p582656193758094/vjp_mlp_up_shrink.json,outputs/run_20260828T095301_vjp_mlp_up_shrink_s1_+c31p582656193758094/moral_demos.jsonl,2.5275,1.54575,2.0715,True,False
vjp_mlp_up_shrink,1,-C,1.5874010519681994,historical_bracket,outputs/run_20260828T024141_vjp_mlp_up_shrink_s1_c1p5874010519681994/vjp_mlp_up_shrink.json,outputs/run_20260828T024141_vjp_mlp_up_shrink_s1_c1p5874010519681994/moral_demos.jsonl,0.408675,0.022250000000000002,0.764,True,True
vjp_mlp_up_shrink,1,-C,1.7817974362806785,historical_bracket,outputs/run_20260828T024309_vjp_mlp_up_shrink_s1_c1p7817974362806785/vjp_mlp_up_shrink.json,outputs/run_20260828T024309_vjp_mlp_up_shrink_s1_c1p7817974362806785/moral_demos.jsonl,0.5121475,0.010997499999999995,0.80375,True,True
vjp_mlp_up_shrink,1,-C,2.0,historical_bracket,outputs/run_20260828T024440_vjp_mlp_up_shrink_s1_c2p0/vjp_mlp_up_shrink.json,outputs/run_20260828T024440_vjp_mlp_up_shrink_s1_c2p0/moral_demos.jsonl,0.358675,0.001250000000000007,0.80275,True,True
