scenario,side,identity,call,sequence_length,position,nonfinal_exact,next_block_exact,signed_alpha,desired_norm,actual_norm,norm_error,rounding_error_norm,rounding_bound,direction_cosine
syco_bullshit_v2_leg_pnf_01,+C,False,0,55,54,True,True,2.0,1.4432275295257568,1.443792700767517,0.0005651712417602539,0.01873094215989113,0.10809029638767242,0.9999158382415771
syco_bullshit_v2_leg_pnf_01,+C,False,1,1,0,True,True,2.0,1.4432275295257568,1.4433338642120361,0.00010633468627929688,0.018231501802802086,0.104105144739151,0.9999202489852905
syco_bullshit_v2_leg_pnf_01,+C,False,2,1,0,True,True,2.0,1.4432275295257568,1.443993330001831,0.0007658004760742188,0.02047734148800373,0.1217045783996582,0.9998995065689087
syco_bullshit_v2_leg_pnf_01,+C,False,3,1,0,True,True,2.0,1.4432275295257568,1.4435423612594604,0.0003148317337036133,0.020940670743584633,0.11234752833843231,0.9998947978019714
syco_bullshit_v2_leg_pnf_01,+C,False,4,1,0,True,True,2.0,1.4432275295257568,1.4434376955032349,0.00021016597747802734,0.02032318152487278,0.1168065220117569,0.9999009370803833
syco_bullshit_v2_leg_pnf_01,+C,False,5,1,0,True,True,2.0,1.4432275295257568,1.4431887865066528,3.8743019104003906e-05,0.021862896159291267,0.1127433031797409,0.9998853206634521
syco_bullshit_v2_leg_pnf_01,+C,False,6,1,0,True,True,2.0,1.4432275295257568,1.443469762802124,0.0002422332763671875,0.02183344028890133,0.11900992691516876,0.999885618686676
syco_bullshit_v2_leg_pnf_01,+C,False,7,1,0,True,True,2.0,1.4432275295257568,1.4435248374938965,0.00029730796813964844,0.023082062602043152,0.11826623976230621,0.999872088432312
syco_bullshit_v2_leg_pnf_01,+C,False,8,1,0,True,True,2.0,1.4432275295257568,1.443092703819275,0.0001348257064819336,0.02458811178803444,0.12591828405857086,0.9998548626899719
syco_bullshit_v2_leg_pnf_01,+C,False,9,1,0,True,True,2.0,1.4432275295257568,1.4437929391860962,0.0005654096603393555,0.02172776125371456,0.11379984021186829,0.9998867511749268
syco_bullshit_v2_leg_pnf_01,+C,False,10,1,0,True,True,2.0,1.4432275295257568,1.4434280395507812,0.00020051002502441406,0.021137230098247528,0.11275023221969604,0.9998927712440491
syco_bullshit_v2_leg_pnf_01,+C,False,11,1,0,True,True,2.0,1.4432275295257568,1.4430261850357056,0.00020134449005126953,0.01917864941060543,0.10793507099151611,0.9999117255210876
syco_bullshit_v2_leg_pnf_01,+C,False,12,1,0,True,True,2.0,1.4432275295257568,1.443256139755249,2.86102294921875e-05,0.02357211709022522,0.11905397474765778,0.9998666644096375
syco_bullshit_v2_leg_pnf_01,+C,False,13,1,0,True,True,2.0,1.4432275295257568,1.4440104961395264,0.0007829666137695312,0.02386552281677723,0.12328730523586273,0.9998635649681091
