scenario,identity,call,sequence_length,position,nonfinal_exact,next_block_exact,operator,removal_fraction,coordinate_before,coordinate_after,desired_norm,actual_norm,norm_error,orthogonal_change_norm,rounding_error_norm,rounding_bound
syco_bullshit_v2_leg_pnf_02,False,11,1,0,True,True,projection_removal,1.0,0.4431683123111725,0.0011684512719511986,0.4431683123111725,0.4424947500228882,0.0006735622882843018,0.02092122472822666,0.02095382660627365,0.10733398050069809
syco_bullshit_v2_leg_pnf_02,False,12,1,0,True,True,projection_removal,1.0,0.3311959505081177,0.0009283013641834259,0.3311959505081177,0.33080077171325684,0.00039517879486083984,0.018775541335344315,0.018798481673002243,0.09747155010700226
syco_bullshit_v2_leg_pnf_02,False,13,1,0,True,True,projection_removal,1.0,0.5122852325439453,1.983949914574623e-05,0.5122852325439453,0.512601912021637,0.0003166794776916504,0.01856927201151848,0.018569283187389374,0.09602956473827362
syco_bullshit_v2_leg_pnf_02,False,14,1,0,True,True,projection_removal,1.0,0.3786953091621399,0.0014855978079140186,0.3786953091621399,0.37784379720687866,0.0008515119552612305,0.021882683038711548,0.02193306013941765,0.10270683467388153
syco_bullshit_v2_leg_pnf_02,False,15,1,0,True,True,projection_removal,1.0,0.4203726351261139,-0.000581592321395874,0.4203726351261139,0.42133593559265137,0.0009633004665374756,0.01793467067182064,0.01794409193098545,0.0952610895037651
syco_bullshit_v2_leg_pnf_02,False,16,1,0,True,True,projection_removal,1.0,0.4339578449726105,4.717521369457245e-05,0.4339578449726105,0.4343218207359314,0.00036397576332092285,0.018891388550400734,0.01889144629240036,0.09160220623016357
syco_bullshit_v2_leg_pnf_02,False,17,1,0,True,True,projection_removal,1.0,0.40635666251182556,0.00017272122204303741,0.40635666251182556,0.40662306547164917,0.0002664029598236084,0.018895016983151436,0.01889580674469471,0.09505241364240646
syco_bullshit_v2_leg_pnf_02,False,18,1,0,True,True,projection_removal,1.0,0.3126063942909241,-0.0006073960103094578,0.3126063942909241,0.3138342797756195,0.0012278854846954346,0.019724680110812187,0.019734028726816177,0.10199294239282608
syco_bullshit_v2_leg_pnf_02,False,19,1,0,True,True,projection_removal,1.0,0.4036100506782532,-0.0004844851791858673,0.4036100506782532,0.40460890531539917,0.000998854637145996,0.020395474508404732,0.020401228219270706,0.09809793531894684
syco_bullshit_v2_leg_pnf_02,False,20,1,0,True,True,projection_removal,1.0,0.27765899896621704,0.00037153251469135284,0.27765899896621704,0.2778971791267395,0.00023818016052246094,0.01839751936495304,0.018401268869638443,0.09771036356687546
syco_bullshit_v2_leg_pnf_02,False,21,1,0,True,True,projection_removal,1.0,0.6287342309951782,-0.001389861572533846,0.6287342309951782,0.6305136680603027,0.0017794370651245117,0.02217436581850052,0.022217851132154465,0.1096421480178833
syco_bullshit_v2_leg_pnf_02,False,22,1,0,True,True,projection_removal,1.0,0.6204449534416199,0.0005871369503438473,0.6204449534416199,0.6201636791229248,0.00028127431869506836,0.019481608644127846,0.01949045993387699,0.1047200933098793
syco_bullshit_v2_leg_pnf_02,False,23,1,0,True,True,projection_removal,1.0,0.7827270030975342,0.0004845266230404377,0.7827270030975342,0.7825531363487244,0.00017386674880981445,0.02205130085349083,0.02205662801861763,0.10799857974052429
syco_bullshit_v2_leg_pnf_02,False,24,1,0,True,True,projection_removal,1.0,0.5612173676490784,0.0010729599744081497,0.5612173676490784,0.5606169700622559,0.0006003975868225098,0.023004313930869102,0.023029306903481483,0.11032362282276154
syco_bullshit_v2_leg_pnf_02,False,25,1,0,True,True,projection_removal,1.0,0.3223663866519928,0.0008511301130056381,0.3223663866519928,0.32199910283088684,0.00036728382110595703,0.0176509041339159,0.017671426758170128,0.0955340638756752
syco_bullshit_v2_leg_pnf_02,False,26,1,0,True,True,projection_removal,1.0,0.5442025065422058,0.0006436477415263653,0.5442025661468506,0.543912947177887,0.00028961896896362305,0.01963096112012863,0.019641518592834473,0.1000644862651825
syco_bullshit_v2_leg_pnf_02,False,27,1,0,True,True,projection_removal,1.0,0.5289248824119568,-0.0004497542977333069,0.5289248824119568,0.5297693014144897,0.000844419002532959,0.02045304700732231,0.020457984879612923,0.10808060318231583
syco_bullshit_v2_leg_pnf_02,False,28,1,0,True,True,projection_removal,1.0,0.4230126142501831,-0.0005542775616049767,0.4230126440525055,0.4239805340766907,0.0009678900241851807,0.018723372370004654,0.018731575459241867,0.09897954016923904
syco_bullshit_v2_leg_pnf_02,False,29,1,0,True,True,projection_removal,1.0,0.18999458849430084,0.0007040239870548248,0.18999458849430084,0.19011566042900085,0.00012107193470001221,0.01769380085170269,0.01770780421793461,0.09635074436664581
syco_bullshit_v2_leg_pnf_02,False,30,1,0,True,True,projection_removal,1.0,0.5296714305877686,-0.0003604586236178875,0.5296714305877686,0.5303784608840942,0.0007070302963256836,0.01916765794157982,0.01917104795575142,0.10104335844516754
syco_bullshit_v2_leg_pnf_02,False,31,1,0,True,True,projection_removal,1.0,0.20363947749137878,-0.000330453272908926,0.20363947749137878,0.2050289660692215,0.0013894885778427124,0.020810142159461975,0.02081276848912239,0.10579075664281845
syco_bullshit_v2_leg_pnf_02,False,32,1,0,True,True,projection_removal,1.0,0.7308542728424072,0.0002558613196015358,0.7308542728424072,0.730953574180603,9.930133819580078e-05,0.022772563621401787,0.022773997858166695,0.11209218204021454
syco_bullshit_v2_leg_pnf_02,False,33,1,0,True,True,projection_removal,1.0,0.3823191523551941,0.0007759672589600086,0.3823191523551941,0.38203543424606323,0.0002837181091308594,0.019388064742088318,0.01940358802676201,0.10177631676197052
syco_bullshit_v2_leg_pnf_02,False,34,1,0,True,True,projection_removal,1.0,0.4099003076553345,-0.0016390793025493622,0.4099003076553345,0.41198742389678955,0.002087116241455078,0.019206082448363304,0.019275907427072525,0.09556934982538223
