scenario,side,identity,call,sequence_length,position,nonfinal_exact,next_block_exact,signed_alpha,desired_norm,actual_norm,norm_error,rounding_error_norm,rounding_bound,direction_cosine
syco_bullshit_v2_leg_pnf_01,+C,False,0,55,54,True,True,1.0,0.7216137647628784,0.7222427129745483,0.0006289482116699219,0.018397070467472076,0.0968150794506073,0.9996756911277771
syco_bullshit_v2_leg_pnf_01,+C,False,1,1,0,True,True,1.0,0.7216137647628784,0.7225348949432373,0.0009211301803588867,0.01611940748989582,0.09282992780208588,0.999751627445221
syco_bullshit_v2_leg_pnf_01,+C,False,2,1,0,True,True,1.0,0.7216137647628784,0.7221876382827759,0.0005738735198974609,0.021587062627077103,0.11042936891317368,0.9995533227920532
syco_bullshit_v2_leg_pnf_01,+C,False,3,1,0,True,True,1.0,0.7216137647628784,0.7228646278381348,0.0012508630752563477,0.019967343658208847,0.10107231885194778,0.9996194243431091
syco_bullshit_v2_leg_pnf_01,+C,False,4,1,0,True,True,1.0,0.7216137647628784,0.7228126525878906,0.001198887825012207,0.020851677283644676,0.10553131252527237,0.9995846152305603
syco_bullshit_v2_leg_pnf_01,+C,False,5,1,0,True,True,1.0,0.7216137647628784,0.7230693101882935,0.001455545425415039,0.018780512735247612,0.10146809369325638,0.9996640682220459
syco_bullshit_v2_leg_pnf_01,+C,False,6,1,0,True,True,1.0,0.7216137647628784,0.7215725779533386,4.118680953979492e-05,0.020241130143404007,0.10773471742868423,0.9996064901351929
syco_bullshit_v2_leg_pnf_01,+C,False,7,1,0,True,True,1.0,0.7216137647628784,0.7216407656669617,2.7000904083251953e-05,0.019424404948949814,0.10699103027582169,0.9996377229690552
syco_bullshit_v2_leg_pnf_01,+C,False,8,1,0,True,True,1.0,0.7216137647628784,0.7220238447189331,0.0004100799560546875,0.022500505670905113,0.11464306712150574,0.9995143413543701
syco_bullshit_v2_leg_pnf_01,+C,False,9,1,0,True,True,1.0,0.7216137647628784,0.7220464944839478,0.00043272972106933594,0.01778620295226574,0.09788443893194199,0.9996966123580933
syco_bullshit_v2_leg_pnf_01,+C,False,10,1,0,True,True,1.0,0.7216137647628784,0.7216935753822327,7.981061935424805e-05,0.01776086911559105,0.10019755363464355,0.9996971487998962
syco_bullshit_v2_leg_pnf_01,+C,False,11,1,0,True,True,1.0,0.7216137647628784,0.7222565412521362,0.0006427764892578125,0.01642441563308239,0.09829168021678925,0.9997416734695435
syco_bullshit_v2_leg_pnf_01,+C,False,12,1,0,True,True,1.0,0.7216137647628784,0.7219374775886536,0.0003237128257751465,0.02086319401860237,0.10761567205190659,0.9995824098587036
syco_bullshit_v2_leg_pnf_01,+C,False,13,1,0,True,True,1.0,0.7216137647628784,0.7203719019889832,0.0012418627738952637,0.020870033651590347,0.11206217110157013,0.9995826482772827
syco_bullshit_v2_leg_pnf_01,+C,False,14,1,0,True,True,1.0,0.7216137647628784,0.722923994064331,0.0013102293014526367,0.016624895855784416,0.09426232427358627,0.9997367858886719
syco_bullshit_v2_leg_pnf_01,+C,False,15,1,0,True,True,1.0,0.7216137647628784,0.7224894762039185,0.0008757114410400391,0.01691337302327156,0.09783149510622025,0.999726414680481
syco_bullshit_v2_leg_pnf_01,+C,False,16,1,0,True,True,1.0,0.7216137647628784,0.7223694324493408,0.0007556676864624023,0.020518047735095024,0.11418238282203674,0.9995967745780945
syco_bullshit_v2_leg_pnf_01,+C,False,17,1,0,True,True,1.0,0.7216137647628784,0.7220667004585266,0.00045293569564819336,0.018456030637025833,0.09832234680652618,0.9996733665466309
syco_bullshit_v2_leg_pnf_01,+C,False,18,1,0,True,True,1.0,0.7216137647628784,0.7218688130378723,0.0002550482749938965,0.020838385447859764,0.11452479660511017,0.9995833039283752
syco_bullshit_v2_leg_pnf_01,+C,False,19,1,0,True,True,1.0,0.7216137647628784,0.721092700958252,0.0005210638046264648,0.020226208493113518,0.10593237727880478,0.9996071457862854
syco_bullshit_v2_leg_pnf_01,+C,False,20,1,0,True,True,1.0,0.7216137647628784,0.7222496867179871,0.0006359219551086426,0.01719028875231743,0.10161086916923523,0.9997168183326721
syco_bullshit_v2_leg_pnf_01,+C,False,21,1,0,True,True,1.0,0.7216137647628784,0.7224379777908325,0.0008242130279541016,0.015995843335986137,0.096310093998909,0.9997552037239075
syco_bullshit_v2_leg_pnf_01,+C,False,22,1,0,True,True,1.0,0.7216137647628784,0.7230288982391357,0.0014151334762573242,0.020217007026076317,0.1128603145480156,0.9996103048324585
syco_bullshit_v2_leg_pnf_01,+C,False,23,1,0,True,True,1.0,0.7216137647628784,0.7230513095855713,0.001437544822692871,0.021678756922483444,0.11518082767724991,0.9995517134666443
syco_bullshit_v2_leg_pnf_01,+C,False,24,1,0,True,True,1.0,0.7216137647628784,0.7213324308395386,0.00028133392333984375,0.02130872569978237,0.10974309593439102,0.9995639324188232
syco_bullshit_v2_leg_pnf_01,+C,False,25,1,0,True,True,1.0,0.7216137647628784,0.7223578691482544,0.0007441043853759766,0.018630659207701683,0.10369593650102615,0.9996676445007324
syco_bullshit_v2_leg_pnf_01,+C,False,26,1,0,True,True,1.0,0.7216137647628784,0.7227845191955566,0.0011707544326782227,0.016962643712759018,0.10112952440977097,0.9997254610061646
syco_bullshit_v2_leg_pnf_01,+C,False,27,1,0,True,True,1.0,0.7216137647628784,0.722550094127655,0.0009363293647766113,0.01963065005838871,0.10641531646251678,0.9996313452720642
syco_bullshit_v2_leg_pnf_01,+C,False,28,1,0,True,True,1.0,0.7216137647628784,0.7210243344306946,0.0005894303321838379,0.01862960122525692,0.10694211721420288,0.9996667504310608
syco_bullshit_v2_leg_pnf_01,+C,False,29,1,0,True,True,1.0,0.7216137647628784,0.7217451930046082,0.00013142824172973633,0.0208032988011837,0.1101849302649498,0.9995845556259155
syco_bullshit_v2_leg_pnf_01,+C,False,30,1,0,True,True,1.0,0.7216137647628784,0.721504271030426,0.00010949373245239258,0.01965458318591118,0.10402309894561768,0.9996289610862732
syco_bullshit_v2_leg_pnf_01,+C,False,31,1,0,True,True,1.0,0.7216137647628784,0.7210065126419067,0.0006072521209716797,0.020229091867804527,0.10921943187713623,0.9996071457862854
syco_bullshit_v2_leg_pnf_01,+C,False,32,1,0,True,True,1.0,0.7216137647628784,0.7212417125701904,0.0003720521926879883,0.01854373700916767,0.10490310937166214,0.9996698498725891
syco_bullshit_v2_leg_pnf_01,+C,False,33,1,0,True,True,1.0,0.7216137647628784,0.721159815788269,0.000453948974609375,0.017040522769093513,0.09894061833620071,0.9997212886810303
syco_bullshit_v2_leg_pnf_01,+C,False,34,1,0,True,True,1.0,0.7216137647628784,0.7229226231575012,0.0013088583946228027,0.019995689392089844,0.10911216586828232,0.9996184706687927
syco_bullshit_v2_leg_pnf_01,+C,False,35,1,0,True,True,1.0,0.7216137647628784,0.7217245101928711,0.00011074542999267578,0.01784057728946209,0.10384692996740341,0.9996943473815918
syco_bullshit_v2_leg_pnf_01,+C,False,36,1,0,True,True,1.0,0.7216137647628784,0.7236962914466858,0.002082526683807373,0.019724605605006218,0.11045815050601959,0.9996316432952881
syco_bullshit_v2_leg_pnf_01,+C,False,37,1,0,True,True,1.0,0.7216137647628784,0.722361147403717,0.000747382640838623,0.019723232835531235,0.1098988875746727,0.999627411365509
syco_bullshit_v2_leg_pnf_01,+C,False,38,1,0,True,True,1.0,0.7216137647628784,0.7223275899887085,0.0007138252258300781,0.021077176555991173,0.1110781580209732,0.9995743632316589
syco_bullshit_v2_leg_pnf_01,+C,False,39,1,0,True,True,1.0,0.7216137647628784,0.7213963866233826,0.0002173781394958496,0.02094016782939434,0.10842321813106537,0.9995788335800171
syco_bullshit_v2_leg_pnf_01,+C,False,40,1,0,True,True,1.0,0.7216137647628784,0.7213599681854248,0.0002537965774536133,0.01931595243513584,0.09926177561283112,0.9996417760848999
syco_bullshit_v2_leg_pnf_01,+C,False,41,1,0,True,True,1.0,0.7216137647628784,0.7217357754707336,0.00012201070785522461,0.021580327302217484,0.11229150742292404,0.9995529055595398
syco_bullshit_v2_leg_pnf_01,+C,False,42,1,0,True,True,1.0,0.7216137647628784,0.722554624080658,0.000940859317779541,0.01995563693344593,0.1079292744398117,0.9996190071105957
syco_bullshit_v2_leg_pnf_01,+C,False,43,1,0,True,True,1.0,0.7216137647628784,0.7234349250793457,0.0018211603164672852,0.021809712052345276,0.10827548056840897,0.9995476007461548
syco_bullshit_v2_leg_pnf_01,+C,False,44,1,0,True,True,1.0,0.7216137647628784,0.7220381498336792,0.00042438507080078125,0.01964915171265602,0.10304832458496094,0.9996297359466553
syco_bullshit_v2_leg_pnf_01,+C,False,45,1,0,True,True,1.0,0.7216137647628784,0.7207913398742676,0.0008224248886108398,0.016790492460131645,0.09516846388578415,0.9997296333312988
syco_bullshit_v2_leg_pnf_01,+C,False,46,1,0,True,True,1.0,0.7216137647628784,0.723004162311554,0.0013903975486755371,0.017224252223968506,0.09871893376111984,0.9997175931930542
syco_bullshit_v2_leg_pnf_01,+C,False,47,1,0,True,True,1.0,0.7216137647628784,0.7230772376060486,0.001463472843170166,0.019990907981991768,0.11035887151956558,0.9996191263198853
syco_bullshit_v2_leg_pnf_01,+C,False,48,1,0,True,True,1.0,0.7216137647628784,0.7217355370521545,0.00012177228927612305,0.0205590408295393,0.10923442989587784,0.9995942115783691
syco_bullshit_v2_leg_pnf_01,+C,False,49,1,0,True,True,1.0,0.7216137647628784,0.7215501666069031,6.35981559753418e-05,0.017356151714920998,0.10121025145053864,0.9997107982635498
syco_bullshit_v2_leg_pnf_01,+C,False,50,1,0,True,True,1.0,0.7216137647628784,0.7216278910636902,1.4126300811767578e-05,0.01902327686548233,0.10554980486631393,0.999652624130249
