scenario,condition,layer,distance_to_bare,distance_to_donor,donor_bare_distance,donor_delta_coefficient,coordinates
syco_bullshit_v2_sw_pnf_02,gap_minus,28,5.571392059326172,22.77014923095703,23.853796005249023,0.0716729685664177,
syco_bullshit_v2_sw_pnf_02,gap_minus,29,5.866788387298584,25.091203689575195,26.148447036743164,0.0647846981883049,
syco_bullshit_v2_sw_pnf_02,gap_minus,30,6.104387283325195,28.827938079833984,29.863937377929688,0.05497988313436508,
syco_bullshit_v2_sw_pnf_02,gap_minus,31,7.059122562408447,36.63835525512695,38.13393783569336,0.05558372661471367,
syco_bullshit_v2_sw_pnf_03,bare,17,0.0,5.324366092681885,5.324366092681885,0.0,"[-1.5502443313598633, 0.3809593617916107]"
syco_bullshit_v2_sw_pnf_03,bare,18,0.0,6.893999099731445,6.893999099731445,0.0,"[-2.148240566253662, 0.4267910122871399]"
syco_bullshit_v2_sw_pnf_03,bare,19,0.0,11.024012565612793,11.024012565612793,0.0,"[-4.17185115814209, 1.3083864450454712]"
syco_bullshit_v2_sw_pnf_03,bare,20,0.0,12.46532154083252,12.46532154083252,0.0,"[-4.405697345733643, 1.8461469411849976]"
syco_bullshit_v2_sw_pnf_03,bare,21,0.0,14.65931224822998,14.65931224822998,0.0,"[-3.772564649581909, 2.3842554092407227]"
syco_bullshit_v2_sw_pnf_03,bare,22,0.0,17.264814376831055,17.264814376831055,0.0,
syco_bullshit_v2_sw_pnf_03,bare,23,0.0,19.307165145874023,19.307165145874023,0.0,
syco_bullshit_v2_sw_pnf_03,bare,24,0.0,21.010940551757812,21.010940551757812,0.0,
syco_bullshit_v2_sw_pnf_03,bare,25,0.0,21.62632179260254,21.62632179260254,0.0,
syco_bullshit_v2_sw_pnf_03,bare,26,0.0,22.848468780517578,22.848468780517578,0.0,
syco_bullshit_v2_sw_pnf_03,bare,27,0.0,25.1750545501709,25.1750545501709,0.0,
syco_bullshit_v2_sw_pnf_03,bare,28,0.0,28.796632766723633,28.796632766723633,0.0,
syco_bullshit_v2_sw_pnf_03,bare,29,0.0,31.787527084350586,31.787527084350586,0.0,
syco_bullshit_v2_sw_pnf_03,bare,30,0.0,35.354713439941406,35.354713439941406,0.0,
syco_bullshit_v2_sw_pnf_03,bare,31,0.0,43.45222091674805,43.45222091674805,0.0,
syco_bullshit_v2_sw_pnf_03,direct_minus,17,5.324366092681885,0.0,5.324366092681885,1.0000001192092896,"[-1.6269896030426025, 2.2417986392974854]"
syco_bullshit_v2_sw_pnf_03,direct_minus,18,6.893999099731445,0.0,6.893999099731445,1.0,"[-2.2346115112304688, 3.0973525047302246]"
syco_bullshit_v2_sw_pnf_03,direct_minus,19,11.024012565612793,0.0,11.024012565612793,1.0000001192092896,"[-3.966866970062256, 6.207902908325195]"
syco_bullshit_v2_sw_pnf_03,direct_minus,20,12.46532154083252,0.0,12.46532154083252,0.9999998807907104,"[-3.957155227661133, 6.595373153686523]"
syco_bullshit_v2_sw_pnf_03,direct_minus,21,14.65931224822998,0.0,14.65931224822998,0.9999999403953552,"[-3.6429100036621094, 7.748899459838867]"
syco_bullshit_v2_sw_pnf_03,direct_minus,22,17.264814376831055,0.0,17.264814376831055,1.0,
syco_bullshit_v2_sw_pnf_03,direct_minus,23,19.307165145874023,0.0,19.307165145874023,0.9999999403953552,
syco_bullshit_v2_sw_pnf_03,direct_minus,24,21.010940551757812,0.0,21.010940551757812,0.9999999403953552,
syco_bullshit_v2_sw_pnf_03,direct_minus,25,21.62632179260254,0.0,21.62632179260254,1.0,
syco_bullshit_v2_sw_pnf_03,direct_minus,26,22.848468780517578,0.0,22.848468780517578,1.0,
syco_bullshit_v2_sw_pnf_03,direct_minus,27,25.1750545501709,0.0,25.1750545501709,0.9999998807907104,
syco_bullshit_v2_sw_pnf_03,direct_minus,28,28.796632766723633,0.0,28.796632766723633,1.0000001192092896,
syco_bullshit_v2_sw_pnf_03,direct_minus,29,31.787527084350586,0.0,31.787527084350586,1.0000001192092896,
syco_bullshit_v2_sw_pnf_03,direct_minus,30,35.354713439941406,0.0,35.354713439941406,0.9999998807907104,
syco_bullshit_v2_sw_pnf_03,direct_minus,31,43.45222091674805,0.0,43.45222091674805,1.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,17,0.0,5.324366092681885,5.324366092681885,0.0,"[-1.5502443313598633, 0.3809593617916107]"
syco_bullshit_v2_sw_pnf_03,identity_minus,18,0.0,6.893999099731445,6.893999099731445,0.0,"[-2.148240566253662, 0.4267910122871399]"
syco_bullshit_v2_sw_pnf_03,identity_minus,19,0.0,11.024012565612793,11.024012565612793,0.0,"[-4.17185115814209, 1.3083864450454712]"
syco_bullshit_v2_sw_pnf_03,identity_minus,20,0.0,12.46532154083252,12.46532154083252,0.0,"[-4.405697345733643, 1.8461469411849976]"
syco_bullshit_v2_sw_pnf_03,identity_minus,21,0.0,14.65931224822998,14.65931224822998,0.0,"[-3.772564649581909, 2.3842554092407227]"
syco_bullshit_v2_sw_pnf_03,identity_minus,22,0.0,17.264814376831055,17.264814376831055,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,23,0.0,19.307165145874023,19.307165145874023,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,24,0.0,21.010940551757812,21.010940551757812,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,25,0.0,21.62632179260254,21.62632179260254,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,26,0.0,22.848468780517578,22.848468780517578,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,27,0.0,25.1750545501709,25.1750545501709,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,28,0.0,28.796632766723633,28.796632766723633,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,29,0.0,31.787527084350586,31.787527084350586,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,30,0.0,35.354713439941406,35.354713439941406,0.0,
syco_bullshit_v2_sw_pnf_03,identity_minus,31,0.0,43.45222091674805,43.45222091674805,0.0,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,17,5.324366092681885,0.0,5.324366092681885,1.0000001192092896,"[-1.6269896030426025, 2.2417986392974854]"
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,18,6.893999099731445,0.0,6.893999099731445,1.0,"[-2.2346115112304688, 3.0973525047302246]"
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,19,11.024012565612793,0.0,11.024012565612793,1.0000001192092896,"[-3.966866970062256, 6.207902908325195]"
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,20,12.46532154083252,0.0,12.46532154083252,0.9999998807907104,"[-3.957155227661133, 6.595373153686523]"
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,21,14.65931224822998,0.0,14.65931224822998,0.9999999403953552,"[-3.6429100036621094, 7.748899459838867]"
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,22,17.264814376831055,0.0,17.264814376831055,1.0,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,23,19.307165145874023,0.0,19.307165145874023,0.9999999403953552,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,24,21.010940551757812,0.0,21.010940551757812,0.9999999403953552,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,25,21.62632179260254,0.0,21.62632179260254,1.0,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,26,22.848468780517578,0.0,22.848468780517578,1.0,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,27,25.1750545501709,0.0,25.1750545501709,0.9999998807907104,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,28,28.796632766723633,0.0,28.796632766723633,1.0000001192092896,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,29,31.787527084350586,0.0,31.787527084350586,1.0000001192092896,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,30,35.354713439941406,0.0,35.354713439941406,0.9999998807907104,
syco_bullshit_v2_sw_pnf_03,donor_identity_minus,31,43.45222091674805,0.0,43.45222091674805,1.0,
syco_bullshit_v2_sw_pnf_03,full_minus,17,5.324366092681885,0.0,5.324366092681885,1.0000001192092896,"[-1.6269896030426025, 2.2417986392974854]"
syco_bullshit_v2_sw_pnf_03,full_minus,18,5.463925838470459,2.622443675994873,6.893999099731445,0.7417274713516235,"[-2.1080257892608643, 2.1957664489746094]"
syco_bullshit_v2_sw_pnf_03,full_minus,19,6.627044677734375,6.885706901550293,11.024012565612793,0.48561975359916687,"[-3.875183582305908, 3.3303682804107666]"
syco_bullshit_v2_sw_pnf_03,full_minus,20,7.007768630981445,7.971902847290039,12.46532154083252,0.4535267651081085,"[-4.141953945159912, 3.917022228240967]"
syco_bullshit_v2_sw_pnf_03,full_minus,21,7.794083595275879,9.671353340148926,14.65931224822998,0.4237133264541626,"[-3.772343158721924, 4.6447296142578125]"
syco_bullshit_v2_sw_pnf_03,full_minus,22,8.737879753112793,11.663017272949219,17.264814376831055,0.3998982608318329,
syco_bullshit_v2_sw_pnf_03,full_minus,23,9.41160774230957,13.317476272583008,19.307165145874023,0.3809216320514679,
syco_bullshit_v2_sw_pnf_03,full_minus,24,10.088815689086914,14.536314964294434,21.010940551757812,0.37595662474632263,
syco_bullshit_v2_sw_pnf_03,full_minus,25,10.375222206115723,15.169203758239746,21.62632179260254,0.3690825402736664,
syco_bullshit_v2_sw_pnf_03,full_minus,26,11.013640403747559,16.118444442749023,22.848468780517578,0.3673466742038727,
syco_bullshit_v2_sw_pnf_03,full_minus,27,12.210840225219727,17.880451202392578,25.1750545501709,0.36540675163269043,
syco_bullshit_v2_sw_pnf_03,full_minus,28,12.780577659606934,21.138513565063477,28.796632766723633,0.32906556129455566,
syco_bullshit_v2_sw_pnf_03,full_minus,29,13.794767379760742,23.45500373840332,31.787527084350586,0.3219394385814667,
syco_bullshit_v2_sw_pnf_03,full_minus,30,14.689040184020996,26.30320930480957,35.354713439941406,0.30955684185028076,
syco_bullshit_v2_sw_pnf_03,full_minus,31,17.67361068725586,32.272743225097656,43.45222091674805,0.3069024085998535,
syco_bullshit_v2_sw_pnf_03,projected_minus,17,1.841957926750183,4.995163440704346,5.324366092681885,0.11975833028554916,"[-1.6272227764129639, 2.2411770820617676]"
syco_bullshit_v2_sw_pnf_03,projected_minus,18,1.8653490543365479,6.491325855255127,6.893999099731445,0.09330907464027405,"[-2.1205930709838867, 2.062710762023926]"
syco_bullshit_v2_sw_pnf_03,projected_minus,19,1.8722513914108276,10.724714279174805,11.024012565612793,0.04120291396975517,"[-4.0426483154296875, 2.6578755378723145]"
syco_bullshit_v2_sw_pnf_03,projected_minus,20,1.8925445079803467,12.18585205078125,12.46532154083252,0.033693790435791016,"[-4.263577461242676, 3.059081554412842]"
syco_bullshit_v2_sw_pnf_03,projected_minus,21,1.964307188987732,14.449237823486328,14.65931224822998,0.023205284029245377,"[-3.6322124004364014, 3.505680561065674]"
syco_bullshit_v2_sw_pnf_03,projected_minus,22,2.2028892040252686,17.111865997314453,17.264814376831055,0.016959911212325096,
syco_bullshit_v2_sw_pnf_03,projected_minus,23,2.325371026992798,19.250438690185547,19.307165145874023,0.010186770930886269,
syco_bullshit_v2_sw_pnf_03,projected_minus,24,2.573728084564209,20.942325592041016,21.010940551757812,0.010762902908027172,
syco_bullshit_v2_sw_pnf_03,projected_minus,25,2.62099552154541,21.662267684936523,21.62632179260254,0.0056805480271577835,
syco_bullshit_v2_sw_pnf_03,projected_minus,26,2.792271137237549,22.85246467590332,22.848468780517578,0.007292554248124361,
syco_bullshit_v2_sw_pnf_03,projected_minus,27,3.1046483516693115,25.33857536315918,25.1750545501709,0.0010877351742237806,
syco_bullshit_v2_sw_pnf_03,projected_minus,28,3.3583133220672607,29.16175651550293,28.796632766723633,-0.005959401372820139,
syco_bullshit_v2_sw_pnf_03,projected_minus,29,3.6765031814575195,32.3381233215332,31.787527084350586,-0.010782589204609394,
syco_bullshit_v2_sw_pnf_03,projected_minus,30,3.7758564949035645,35.95164108276367,35.354713439941406,-0.011323470622301102,
syco_bullshit_v2_sw_pnf_03,projected_minus,31,4.148651599884033,43.85477828979492,43.45222091674805,-0.00474938191473484,
syco_bullshit_v2_sw_pnf_03,gap_minus,17,3.4255635738372803,5.65660285949707,5.324366092681885,0.14261938631534576,"[-4.362949848175049, 3.1916279792785645]"
syco_bullshit_v2_sw_pnf_03,gap_minus,18,3.352693557739258,6.7581024169921875,6.893999099731445,0.13777180016040802,"[-4.085323333740234, 2.845089912414551]"
syco_bullshit_v2_sw_pnf_03,gap_minus,19,3.2861409187316895,10.881763458251953,11.024012565612793,0.05724902078509331,"[-5.645083427429199, 3.303049087524414]"
syco_bullshit_v2_sw_pnf_03,gap_minus,20,3.272712469100952,12.154705047607422,12.46532154083252,0.059073060750961304,"[-5.584774494171143, 3.6194801330566406]"
syco_bullshit_v2_sw_pnf_03,gap_minus,21,3.438600778579712,14.36252498626709,14.65931224822998,0.04755168780684471,"[-4.753302097320557, 4.034358978271484]"
syco_bullshit_v2_sw_pnf_03,gap_minus,22,3.8444085121154785,16.967317581176758,17.264814376831055,0.041874535381793976,
syco_bullshit_v2_sw_pnf_03,gap_minus,23,3.992223024368286,19.042308807373047,19.307165145874023,0.03500165417790413,
syco_bullshit_v2_sw_pnf_03,gap_minus,24,4.406827449798584,20.704133987426758,21.010940551757812,0.0364910252392292,
syco_bullshit_v2_sw_pnf_03,gap_minus,25,4.578249454498291,21.404481887817383,21.62632179260254,0.03261326998472214,
syco_bullshit_v2_sw_pnf_03,gap_minus,26,4.85257625579834,22.52703094482422,22.848468780517578,0.03652200475335121,
syco_bullshit_v2_sw_pnf_03,gap_minus,27,5.214036464691162,24.983999252319336,25.1750545501709,0.029007798060774803,
syco_bullshit_v2_sw_pnf_03,gap_minus,28,5.43216609954834,28.779664993286133,28.796632766723633,0.018381332978606224,
syco_bullshit_v2_sw_pnf_03,gap_minus,29,5.878350734710693,31.950429916381836,31.787527084350586,0.011960986070334911,
syco_bullshit_v2_sw_pnf_03,gap_minus,30,6.095597743988037,35.490631103515625,35.354713439941406,0.011011150665581226,
syco_bullshit_v2_sw_pnf_03,gap_minus,31,6.8763885498046875,42.962650299072266,43.45222091674805,0.023725301027297974,
